거래일,연료원,거래시간,전력거래량(MWh)
2023-11-07,수력,23,313
2023-11-07,수력,24,277
2023-11-07,양수,1,234
2023-11-07,양수,2,0
2023-11-07,양수,3,0
2023-11-07,양수,4,0
2023-11-07,양수,5,0
2023-11-07,양수,6,0
2023-11-07,양수,7,0
2023-11-07,양수,8,0
2023-11-07,양수,9,0
2023-11-07,양수,10,0
2023-11-07,양수,11,0
2023-11-07,양수,12,0
2023-11-07,양수,13,0
2023-11-07,양수,14,0
2023-11-07,양수,15,0
2023-11-07,양수,16,0
2023-11-07,양수,17,655
2023-11-07,양수,18,2231
2023-11-07,양수,19,2596
2023-11-07,양수,20,2749
2023-11-07,양수,21,2863
2023-11-07,양수,22,2813
2023-11-07,양수,23,2726
2023-11-07,양수,24,1703
2023-11-07,매립가스,1,14
2023-11-07,매립가스,2,14
2023-11-07,매립가스,3,14
2023-11-07,매립가스,4,14
2023-11-07,매립가스,5,14
2023-11-07,매립가스,6,14
2023-11-07,매립가스,7,14
2023-11-07,매립가스,8,14
2023-11-07,매립가스,9,14
2023-11-07,매립가스,10,14
2023-11-07,매립가스,11,14
2023-11-07,매립가스,12,14
2023-11-07,매립가스,13,14
2023-11-07,매립가스,14,14
2023-11-07,매립가스,15,14
2023-11-07,매립가스,16,17
2023-11-07,매립가스,17,25
2023-11-07,매립가스,18,29
2023-11-07,매립가스,19,29
2023-11-07,매립가스,20,28
2023-11-07,매립가스,21,29
2023-11-07,매립가스,22,29
2023-11-07,매립가스,23,29
2023-11-07,매립가스,24,29
2023-11-07,중유,1,7
2023-11-07,중유,2,6
2023-11-07,중유,3,6
2023-11-07,중유,4,7
2023-11-07,중유,5,7
2023-11-07,중유,6,7
2023-11-07,중유,7,8
2023-11-07,중유,8,8
2023-11-07,중유,9,7
2023-11-07,중유,10,8
2023-11-07,중유,11,13
2023-11-07,중유,12,19
2023-11-07,중유,13,19
2023-11-07,중유,14,18
2023-11-07,중유,15,18
2023-11-07,중유,16,19
2023-11-07,중유,17,18
2023-11-07,중유,18,18
2023-11-07,중유,19,19
2023-11-07,중유,20,19
2023-11-07,중유,21,19
2023-11-07,중유,22,18
2023-11-07,중유,23,19
2023-11-07,중유,24,18
2023-11-07,태양광,1,1
2023-11-07,태양광,2,0
2023-11-07,태양광,3,0
2023-11-07,태양광,4,0
2023-11-07,태양광,5,0
2023-11-07,태양광,6,0
2023-11-07,태양광,7,0
2023-11-07,태양광,8,140
2023-11-07,태양광,9,1021
2023-11-07,태양광,10,2232
2023-11-07,태양광,11,2976
2023-11-07,태양광,12,3681
2023-11-07,태양광,13,4066
2023-11-07,태양광,14,4133
2023-11-07,태양광,15,3623
2023-11-07,태양광,16,2694
2023-11-07,태양광,17,1530
2023-11-07,태양광,18,820
2023-11-07,태양광,19,833
2023-11-07,태양광,20,592
2023-11-07,태양광,21,340
2023-11-07,태양광,22,183
2023-11-07,태양광,23,80
2023-11-07,태양광,24,22
2023-11-07,폐기물,1,126
2023-11-07,폐기물,2,127
2023-11-07,폐기물,3,126
2023-11-07,폐기물,4,128
2023-11-07,폐기물,5,128
2023-11-07,폐기물,6,126
2023-11-07,폐기물,7,127
2023-11-07,폐기물,8,125
2023-11-07,폐기물,9,124
2023-11-07,폐기물,10,126
2023-11-07,폐기물,11,122
2023-11-07,폐기물,12,121
2023-11-07,폐기물,13,123
2023-11-07,폐기물,14,124
2023-11-07,폐기물,15,125
2023-11-07,폐기물,16,125
2023-11-07,폐기물,17,123
2023-11-07,폐기물,18,123
2023-11-07,폐기물,19,125
2023-11-07,폐기물,20,124
2023-11-07,폐기물,21,123
2023-11-07,폐기물,22,124
2023-11-07,폐기물,23,122
2023-11-07,폐기물,24,122
2023-11-07,풍력,1,969
2023-11-07,풍력,2,922
2023-11-07,풍력,3,882
2023-11-07,풍력,4,865
2023-11-07,풍력,5,869
2023-11-07,풍력,6,910
2023-11-07,풍력,7,903
2023-11-07,풍력,8,880
2023-11-07,풍력,9,958
2023-11-07,풍력,10,1022
2023-11-07,풍력,11,1000
2023-11-07,풍력,12,981
2023-11-07,풍력,13,953
2023-11-07,풍력,14,918
2023-11-07,풍력,15,913
2023-11-07,풍력,16,843
2023-11-07,풍력,17,775
2023-11-07,풍력,18,739
2023-11-07,풍력,19,797
2023-11-07,풍력,20,714
2023-11-07,풍력,21,601
2023-11-07,풍력,22,452
2023-11-07,풍력,23,302
2023-11-07,풍력,24,190
2023-11-07,LNG,1,9738
2023-11-07,LNG,2,8559
2023-11-07,LNG,3,8445
2023-11-07,LNG,4,8544
2023-11-07,LNG,5,8724
2023-11-07,LNG,6,10009
2023-11-07,LNG,7,12563
2023-11-07,LNG,8,15916
2023-11-07,LNG,9,16995
2023-11-07,LNG,10,16426
2023-11-07,LNG,11,14508
2023-11-07,LNG,12,13774
2023-11-07,LNG,13,12474
2023-11-07,LNG,14,13570
2023-11-07,LNG,15,15105
2023-11-07,LNG,16,16410
2023-11-07,LNG,17,17976
2023-11-07,LNG,18,19203
2023-11-07,LNG,19,19660
2023-11-07,LNG,20,18824
2023-11-07,LNG,21,17294
2023-11-07,LNG,22,15971
2023-11-07,LNG,23,15163
2023-11-07,LNG,24,13989
2023-11-07,연료전지,1,812
2023-11-07,연료전지,2,813
2023-11-07,연료전지,3,813
2023-11-07,연료전지,4,812
2023-11-07,연료전지,5,812
2023-11-07,연료전지,6,812
2023-11-07,연료전지,7,811
2023-11-07,연료전지,8,807
2023-11-07,연료전지,9,806
2023-11-07,연료전지,10,804
2023-11-07,연료전지,11,802
2023-11-07,연료전지,12,802
2023-11-07,연료전지,13,803
2023-11-07,연료전지,14,803
2023-11-07,연료전지,15,803
2023-11-07,연료전지,16,803
2023-11-07,연료전지,17,804
2023-11-07,연료전지,18,808
2023-11-07,연료전지,19,810
2023-11-07,연료전지,20,812
2023-11-07,연료전지,21,813
2023-11-07,연료전지,22,814
2023-11-07,연료전지,23,815
2023-11-07,연료전지,24,816
2023-11-07,경유,1,0
2023-11-07,경유,2,0
2023-11-07,경유,3,0
2023-11-07,경유,4,0
2023-11-07,경유,5,0
2023-11-07,경유,6,0
2023-11-07,경유,7,0
2023-11-07,경유,8,0
2023-11-07,경유,9,0
2023-11-07,경유,10,0
2023-11-07,경유,11,0
2023-11-07,경유,12,0
2023-11-07,경유,13,0
2023-11-07,경유,14,0
2023-11-07,경유,15,0
2023-11-07,경유,16,0
2023-11-07,경유,17,0
2023-11-07,경유,18,0
2023-11-07,경유,19,0
2023-11-07,경유,20,0
2023-11-07,경유,21,0
2023-11-07,경유,22,0
2023-11-07,경유,23,0
2023-11-07,경유,24,0
2023-11-07,해양에너지,1,4
2023-11-07,해양에너지,2,0
2023-11-07,해양에너지,3,0
2023-11-07,해양에너지,4,0
2023-11-07,해양에너지,5,0
2023-11-07,해양에너지,6,0
2023-11-07,해양에너지,7,0
2023-11-07,해양에너지,8,0
2023-11-07,해양에너지,9,0
2023-11-07,해양에너지,10,0
2023-11-07,해양에너지,11,0
2023-11-07,해양에너지,12,0
2023-11-07,해양에너지,13,0
2023-11-07,해양에너지,14,0
2023-11-07,해양에너지,15,0
2023-11-07,해양에너지,16,0
2023-11-07,해양에너지,17,0
2023-11-07,해양에너지,18,0
2023-11-07,해양에너지,19,0
2023-11-07,해양에너지,20,0
2023-11-07,해양에너지,21,0
2023-11-07,해양에너지,22,0
2023-11-07,해양에너지,23,0
2023-11-07,해양에너지,24,14
2023-11-07,바이오매스,1,763
2023-11-07,바이오매스,2,761
2023-11-07,바이오매스,3,758
2023-11-07,바이오매스,4,762
2023-11-07,바이오매스,5,761
2023-11-07,바이오매스,6,760
2023-11-07,바이오매스,7,760
2023-11-07,바이오매스,8,755
2023-11-07,바이오매스,9,756
2023-11-07,바이오매스,10,759
2023-11-07,바이오매스,11,752
2023-11-07,바이오매스,12,756
2023-11-07,바이오매스,13,756
2023-11-07,바이오매스,14,754
2023-11-07,바이오매스,15,755
2023-11-07,바이오매스,16,752
2023-11-07,바이오매스,17,757
2023-11-07,바이오매스,18,754
2023-11-07,바이오매스,19,753
2023-11-07,바이오매스,20,755
2023-11-07,바이오매스,21,757
2023-11-07,바이오매스,22,758
2023-11-07,바이오매스,23,758
2023-11-07,바이오매스,24,754
2023-11-07,IGCC,1,268
2023-11-07,IGCC,2,266
2023-11-07,IGCC,3,265
2023-11-07,IGCC,4,265
2023-11-07,IGCC,5,265
2023-11-07,IGCC,6,265
2023-11-07,IGCC,7,264
2023-11-07,IGCC,8,265
2023-11-07,IGCC,9,265
2023-11-07,IGCC,10,262
2023-11-07,IGCC,11,243
2023-11-07,IGCC,12,261
2023-11-07,IGCC,13,265
2023-11-07,IGCC,14,265
2023-11-07,IGCC,15,264
2023-11-07,IGCC,16,266
2023-11-07,IGCC,17,267
2023-11-07,IGCC,18,267
2023-11-07,IGCC,19,265
2023-11-07,IGCC,20,266
2023-11-07,IGCC,21,264
2023-11-07,IGCC,22,264
2023-11-07,IGCC,23,263
2023-11-07,IGCC,24,265
2023-11-07,바이오중유,1,145
2023-11-07,바이오중유,2,145
2023-11-07,바이오중유,3,145
2023-11-07,바이오중유,4,145
2023-11-07,바이오중유,5,145
2023-11-07,바이오중유,6,141
2023-11-07,바이오중유,7,145
2023-11-07,바이오중유,8,145
2023-11-07,바이오중유,9,132
2023-11-07,바이오중유,10,92
2023-11-07,바이오중유,11,100
2023-11-07,바이오중유,12,98
2023-11-07,바이오중유,13,98
2023-11-07,바이오중유,14,92
2023-11-07,바이오중유,15,90
2023-11-07,바이오중유,16,128
2023-11-07,바이오중유,17,146
2023-11-07,바이오중유,18,147
2023-11-07,바이오중유,19,147
2023-11-07,바이오중유,20,147
2023-11-07,바이오중유,21,159
2023-11-07,바이오중유,22,161
2023-11-07,바이오중유,23,161
2023-11-07,바이오중유,24,161
2023-11-07,바이오기타,1,1
2023-11-07,바이오기타,2,1
2023-11-07,바이오기타,3,2
2023-11-07,바이오기타,4,2
2023-11-07,바이오기타,5,2
2023-11-07,바이오기타,6,3
2023-11-07,바이오기타,7,2
2023-11-07,바이오기타,8,1
2023-11-07,바이오기타,9,1
2023-11-07,바이오기타,10,1
2023-11-07,바이오기타,11,1
2023-11-07,바이오기타,12,0
2023-11-07,바이오기타,13,1
2023-11-07,바이오기타,14,1
2023-11-07,바이오기타,15,1
2023-11-07,바이오기타,16,1
2023-11-07,바이오기타,17,1
2023-11-07,바이오기타,18,1
2023-11-07,바이오기타,19,2
2023-11-07,바이오기타,20,2
2023-11-07,바이오기타,21,2
2023-11-07,바이오기타,22,2
2023-11-07,바이오기타,23,3
2023-11-07,바이오기타,24,3
2023-11-07,기타,1,14
2023-11-07,기타,2,14
2023-11-07,기타,3,15
2023-11-07,기타,4,15
2023-11-07,기타,5,16
2023-11-07,기타,6,15
2023-11-07,기타,7,15
2023-11-07,기타,8,15
2023-11-07,기타,9,15
2023-11-07,기타,10,15
2023-11-07,기타,11,15
2023-11-07,기타,12,15
2023-11-07,기타,13,15
2023-11-07,기타,14,15
2023-11-07,기타,15,15
2023-11-07,기타,16,15
2023-11-07,기타,17,15
2023-11-07,기타,18,15
2023-11-07,기타,19,15
2023-11-07,기타,20,15
2023-11-07,기타,21,16
2023-11-07,기타,22,16
2023-11-07,기타,23,16
2023-11-07,기타,24,16
2023-11-08,원자력,1,20876
2023-11-08,원자력,2,20878
2023-11-08,원자력,3,20882
2023-11-08,원자력,4,20884
2023-11-08,원자력,5,20884
2023-11-08,원자력,6,20883
2023-11-08,원자력,7,20885
2023-11-08,원자력,8,20886
2023-11-08,원자력,9,20886
2023-11-08,원자력,10,20884
2023-11-08,원자력,11,20883
2023-11-08,원자력,12,20894
2023-11-08,원자력,13,20886
2023-11-08,원자력,14,20885
2023-11-08,원자력,15,20885
2023-11-08,원자력,16,20882
2023-11-08,원자력,17,20881
2023-11-08,원자력,18,20880
2023-11-08,원자력,19,20882
2023-11-08,원자력,20,20884
2023-11-08,원자력,21,20887
2023-11-08,원자력,22,20890
2023-11-08,원자력,23,20892
2023-11-08,원자력,24,20890
2023-11-08,유연탄,1,20414
2023-11-08,유연탄,2,20247
2023-11-08,유연탄,3,19816
2023-11-08,유연탄,4,19963
2023-11-08,유연탄,5,19996
2023-11-08,유연탄,6,19969
2023-11-08,유연탄,7,20155
2023-11-08,유연탄,8,20064
2023-11-08,유연탄,9,19742
2023-11-08,유연탄,10,19307
2023-11-08,유연탄,11,17596
2023-11-08,유연탄,12,16514
2023-11-08,유연탄,13,15780
2023-11-08,유연탄,14,16653
2023-11-08,유연탄,15,17210
2023-11-08,유연탄,16,18018
2023-11-08,유연탄,17,18354
2023-11-08,유연탄,18,18389
2023-11-08,유연탄,19,17869
2023-11-08,유연탄,20,18340
2023-11-08,유연탄,21,18414
2023-11-08,유연탄,22,18467
2023-11-08,유연탄,23,18514
2023-11-08,유연탄,24,18729
2023-11-08,무연탄,1,162
2023-11-08,무연탄,2,162
2023-11-08,무연탄,3,162
2023-11-08,무연탄,4,162
2023-11-08,무연탄,5,161
2023-11-08,무연탄,6,160
2023-11-08,무연탄,7,161
2023-11-08,무연탄,8,161
2023-11-08,무연탄,9,160
2023-11-08,무연탄,10,160
2023-11-08,무연탄,11,161
2023-11-08,무연탄,12,161
2023-11-08,무연탄,13,161
2023-11-08,무연탄,14,161
2023-11-08,무연탄,15,161
2023-11-08,무연탄,16,161
2023-11-08,무연탄,17,161
2023-11-08,무연탄,18,161
2023-11-08,무연탄,19,161
2023-11-08,무연탄,20,161
2023-11-08,무연탄,21,159
2023-11-08,무연탄,22,135
2023-11-08,무연탄,23,106
2023-11-08,무연탄,24,66
2023-11-08,바이오가스,1,31
2023-11-08,바이오가스,2,31
2023-11-08,바이오가스,3,31
2023-11-08,바이오가스,4,32
2023-11-08,바이오가스,5,33
2023-11-08,바이오가스,6,33
2023-11-08,바이오가스,7,33
2023-11-08,바이오가스,8,32
2023-11-08,바이오가스,9,32
2023-11-08,바이오가스,10,32
2023-11-08,바이오가스,11,32
2023-11-08,바이오가스,12,30
2023-11-08,바이오가스,13,27
2023-11-08,바이오가스,14,31
2023-11-08,바이오가스,15,33
2023-11-08,바이오가스,16,32
2023-11-08,바이오가스,17,35
2023-11-08,바이오가스,18,36
2023-11-08,바이오가스,19,35
2023-11-08,바이오가스,20,34
2023-11-08,바이오가스,21,34
2023-11-08,바이오가스,22,34
2023-11-08,바이오가스,23,34
2023-11-08,바이오가스,24,35
2023-11-08,부생가스,1,82
2023-11-08,부생가스,2,82
2023-11-08,부생가스,3,82
2023-11-08,부생가스,4,82
2023-11-08,부생가스,5,82
2023-11-08,부생가스,6,82
2023-11-08,부생가스,7,82
2023-11-08,부생가스,8,83
2023-11-08,부생가스,9,85
2023-11-08,부생가스,10,108
2023-11-08,부생가스,11,100
2023-11-08,부생가스,12,83
2023-11-08,부생가스,13,91
2023-11-08,부생가스,14,127
2023-11-08,부생가스,15,136
2023-11-08,부생가스,16,168
2023-11-08,부생가스,17,91
2023-11-08,부생가스,18,72
2023-11-08,부생가스,19,62
2023-11-08,부생가스,20,68
2023-11-08,부생가스,21,57
2023-11-08,부생가스,22,56
2023-11-08,부생가스,23,52
2023-11-08,부생가스,24,53
2023-11-08,수력,1,292
2023-11-08,수력,2,290
2023-11-08,수력,3,292
2023-11-08,수력,4,295
2023-11-08,수력,5,297
2023-11-08,수력,6,296
2023-11-08,수력,7,298
2023-11-08,수력,8,302
2023-11-08,수력,9,597
2023-11-08,수력,10,571
2023-11-08,수력,11,636
2023-11-08,수력,12,590
2023-11-08,수력,13,348
2023-11-08,수력,14,343
2023-11-08,수력,15,317
2023-11-08,수력,16,382
2023-11-08,수력,17,452
2023-11-08,수력,18,512
2023-11-08,수력,19,557
2023-11-08,수력,20,571
2023-11-08,수력,21,458
2023-11-08,수력,22,337
2023-11-08,수력,23,288
2023-11-08,수력,24,203
2023-11-08,양수,1,447
2023-11-08,양수,2,0
2023-11-08,양수,3,0
2023-11-08,양수,4,0
2023-11-08,양수,5,0
2023-11-08,양수,6,0
2023-11-08,양수,7,0
2023-11-08,양수,8,0
2023-11-08,양수,9,0
2023-11-08,양수,10,0
2023-11-08,양수,11,0
2023-11-08,양수,12,0
2023-11-08,양수,13,0
2023-11-08,양수,14,0
2023-11-08,양수,15,0
2023-11-08,양수,16,0
2023-11-08,양수,17,129
2023-11-08,양수,18,952
2023-11-08,양수,19,1541
2023-11-08,양수,20,1631
2023-11-08,양수,21,1634
2023-11-08,양수,22,1752
2023-11-08,양수,23,1322
2023-11-08,양수,24,923
2023-11-08,매립가스,1,30
2023-11-08,매립가스,2,30
2023-11-08,매립가스,3,30
2023-11-08,매립가스,4,30
2023-11-08,매립가스,5,30
2023-11-08,매립가스,6,30
2023-11-08,매립가스,7,30
2023-11-08,매립가스,8,30
2023-11-08,매립가스,9,31
2023-11-08,매립가스,10,30
2023-11-08,매립가스,11,31
2023-11-08,매립가스,12,32
2023-11-08,매립가스,13,32
2023-11-08,매립가스,14,32
2023-11-08,매립가스,15,32
2023-11-08,매립가스,16,32
2023-11-08,매립가스,17,32
2023-11-08,매립가스,18,31
2023-11-08,매립가스,19,31
2023-11-08,매립가스,20,31
2023-11-08,매립가스,21,31
2023-11-08,매립가스,22,31
2023-11-08,매립가스,23,31
2023-11-08,매립가스,24,31
2023-11-08,중유,1,18
2023-11-08,중유,2,17
2023-11-08,중유,3,18
2023-11-08,중유,4,17
2023-11-08,중유,5,17
2023-11-08,중유,6,17
2023-11-08,중유,7,17
2023-11-08,중유,8,16
2023-11-08,중유,9,16
2023-11-08,중유,10,15
2023-11-08,중유,11,16
2023-11-08,중유,12,15
2023-11-08,중유,13,16
2023-11-08,중유,14,15
2023-11-08,중유,15,15
2023-11-08,중유,16,16
2023-11-08,중유,17,16
2023-11-08,중유,18,16
2023-11-08,중유,19,16
2023-11-08,중유,20,16
2023-11-08,중유,21,16
2023-11-08,중유,22,16
2023-11-08,중유,23,16
2023-11-08,중유,24,16
2023-11-08,태양광,1,5
2023-11-08,태양광,2,1
2023-11-08,태양광,3,0
2023-11-08,태양광,4,0
2023-11-08,태양광,5,0
2023-11-08,태양광,6,0
2023-11-08,태양광,7,1
2023-11-08,태양광,8,243
2023-11-08,태양광,9,1528
2023-11-08,태양광,10,2972
2023-11-08,태양광,11,3626
2023-11-08,태양광,12,3980
2023-11-08,태양광,13,4179
2023-11-08,태양광,14,4358
2023-11-08,태양광,15,3868
2023-11-08,태양광,16,2554
2023-11-08,태양광,17,1384
2023-11-08,태양광,18,827
2023-11-08,태양광,19,895
2023-11-08,태양광,20,836
2023-11-08,태양광,21,520
2023-11-08,태양광,22,222
2023-11-08,태양광,23,97
2023-11-08,태양광,24,25
2023-11-08,폐기물,1,122
2023-11-08,폐기물,2,123
2023-11-08,폐기물,3,122
2023-11-08,폐기물,4,122
2023-11-08,폐기물,5,124
2023-11-08,폐기물,6,121
2023-11-08,폐기물,7,124
2023-11-08,폐기물,8,121
2023-11-08,폐기물,9,125
2023-11-08,폐기물,10,128
2023-11-08,폐기물,11,124
2023-11-08,폐기물,12,122
2023-11-08,폐기물,13,122
2023-11-08,폐기물,14,124
2023-11-08,폐기물,15,129
2023-11-08,폐기물,16,131
2023-11-08,폐기물,17,133
2023-11-08,폐기물,18,132
2023-11-08,폐기물,19,135
2023-11-08,폐기물,20,137
2023-11-08,폐기물,21,135
2023-11-08,폐기물,22,131
2023-11-08,폐기물,23,129
2023-11-08,폐기물,24,130
2023-11-08,풍력,1,124
2023-11-08,풍력,2,100
2023-11-08,풍력,3,97
2023-11-08,풍력,4,68
2023-11-08,풍력,5,53
2023-11-08,풍력,6,83
2023-11-08,풍력,7,74
2023-11-08,풍력,8,59
2023-11-08,풍력,9,50
2023-11-08,풍력,10,57
2023-11-08,풍력,11,56
2023-11-08,풍력,12,63
2023-11-08,풍력,13,53
2023-11-08,풍력,14,54
2023-11-08,풍력,15,51
2023-11-08,풍력,16,42
2023-11-08,풍력,17,37
2023-11-08,풍력,18,59
2023-11-08,풍력,19,113
2023-11-08,풍력,20,108
2023-11-08,풍력,21,133
2023-11-08,풍력,22,163
2023-11-08,풍력,23,186
2023-11-08,풍력,24,191
2023-11-08,LNG,1,11488
2023-11-08,LNG,2,10003
2023-11-08,LNG,3,10010
2023-11-08,LNG,4,10680
2023-11-08,LNG,5,11006
2023-11-08,LNG,6,11769
2023-11-08,LNG,7,14012
2023-11-08,LNG,8,17514
2023-11-08,LNG,9,17825
2023-11-08,LNG,10,15518
2023-11-08,LNG,11,15215
2023-11-08,LNG,12,13994
2023-11-08,LNG,13,13095
2023-11-08,LNG,14,13738
2023-11-08,LNG,15,15160
2023-11-08,LNG,16,17397
2023-11-08,LNG,17,20832
2023-11-08,LNG,18,21102
2023-11-08,LNG,19,20902
2023-11-08,LNG,20,19908
2023-11-08,LNG,21,18522
2023-11-08,LNG,22,17174
2023-11-08,LNG,23,17304
2023-11-08,LNG,24,16431
2023-11-08,연료전지,1,816
2023-11-08,연료전지,2,817
2023-11-08,연료전지,3,817
2023-11-08,연료전지,4,817
2023-11-08,연료전지,5,816
2023-11-08,연료전지,6,816
2023-11-08,연료전지,7,814
2023-11-08,연료전지,8,811
2023-11-08,연료전지,9,809
2023-11-08,연료전지,10,807
2023-11-08,연료전지,11,806
2023-11-08,연료전지,12,806
2023-11-08,연료전지,13,804
2023-11-08,연료전지,14,805
2023-11-08,연료전지,15,806
2023-11-08,연료전지,16,808
2023-11-08,연료전지,17,809
2023-11-08,연료전지,18,809
2023-11-08,연료전지,19,808
2023-11-08,연료전지,20,810
2023-11-08,연료전지,21,812
2023-11-08,연료전지,22,813
2023-11-08,연료전지,23,813
2023-11-08,연료전지,24,815
2023-11-08,경유,1,0
2023-11-08,경유,2,0
2023-11-08,경유,3,0
2023-11-08,경유,4,0
2023-11-08,경유,5,0
2023-11-08,경유,6,0
2023-11-08,경유,7,0
2023-11-08,경유,8,0
2023-11-08,경유,9,0
2023-11-08,경유,10,0
2023-11-08,경유,11,0
2023-11-08,경유,12,0
2023-11-08,경유,13,0
2023-11-08,경유,14,0
2023-11-08,경유,15,0
2023-11-08,경유,16,0
2023-11-08,경유,17,0
2023-11-08,경유,18,0
2023-11-08,경유,19,0
2023-11-08,경유,20,0
2023-11-08,경유,21,0
2023-11-08,경유,22,0
2023-11-08,경유,23,0
2023-11-08,경유,24,0
2023-11-08,해양에너지,1,27
2023-11-08,해양에너지,2,24
2023-11-08,해양에너지,3,0
2023-11-08,해양에너지,4,0
2023-11-08,해양에너지,5,0
2023-11-08,해양에너지,6,0
2023-11-08,해양에너지,7,0
2023-11-08,해양에너지,8,0
2023-11-08,해양에너지,9,0
2023-11-08,해양에너지,10,0
2023-11-08,해양에너지,11,0
2023-11-08,해양에너지,12,7
2023-11-08,해양에너지,13,29
2023-11-08,해양에너지,14,27
2023-11-08,해양에너지,15,0
2023-11-08,해양에너지,16,0
2023-11-08,해양에너지,17,0
2023-11-08,해양에너지,18,0
2023-11-08,해양에너지,19,0
2023-11-08,해양에너지,20,0
2023-11-08,해양에너지,21,0
2023-11-08,해양에너지,22,0
2023-11-08,해양에너지,23,0
2023-11-08,해양에너지,24,0
2023-11-08,바이오매스,1,756
2023-11-08,바이오매스,2,756
2023-11-08,바이오매스,3,756
2023-11-08,바이오매스,4,760
2023-11-08,바이오매스,5,757
2023-11-08,바이오매스,6,750
2023-11-08,바이오매스,7,731
2023-11-08,바이오매스,8,739
2023-11-08,바이오매스,9,752
2023-11-08,바이오매스,10,754
2023-11-08,바이오매스,11,752
2023-11-08,바이오매스,12,752
2023-11-08,바이오매스,13,751
2023-11-08,바이오매스,14,753
2023-11-08,바이오매스,15,752
2023-11-08,바이오매스,16,747
2023-11-08,바이오매스,17,749
2023-11-08,바이오매스,18,749
2023-11-08,바이오매스,19,752
2023-11-08,바이오매스,20,755
2023-11-08,바이오매스,21,759
2023-11-08,바이오매스,22,759
2023-11-08,바이오매스,23,760
2023-11-08,바이오매스,24,759
2023-11-08,IGCC,1,266
2023-11-08,IGCC,2,265
2023-11-08,IGCC,3,265
2023-11-08,IGCC,4,266
2023-11-08,IGCC,5,265
2023-11-08,IGCC,6,264
2023-11-08,IGCC,7,263
2023-11-08,IGCC,8,262
2023-11-08,IGCC,9,265
2023-11-08,IGCC,10,265
2023-11-08,IGCC,11,264
2023-11-08,IGCC,12,266
2023-11-08,IGCC,13,267
2023-11-08,IGCC,14,267
2023-11-08,IGCC,15,268
2023-11-08,IGCC,16,268
2023-11-08,IGCC,17,267
2023-11-08,IGCC,18,268
2023-11-08,IGCC,19,267
2023-11-08,IGCC,20,268
2023-11-08,IGCC,21,268
2023-11-08,IGCC,22,269
2023-11-08,IGCC,23,268
2023-11-08,IGCC,24,270
2023-11-08,바이오중유,1,149
2023-11-08,바이오중유,2,145
2023-11-08,바이오중유,3,145
2023-11-08,바이오중유,4,145
2023-11-08,바이오중유,5,145
2023-11-08,바이오중유,6,145
2023-11-08,바이오중유,7,145
2023-11-08,바이오중유,8,145
2023-11-08,바이오중유,9,145
2023-11-08,바이오중유,10,145
2023-11-08,바이오중유,11,150
2023-11-08,바이오중유,12,120
2023-11-08,바이오중유,13,130
2023-11-08,바이오중유,14,140
2023-11-08,바이오중유,15,145
2023-11-08,바이오중유,16,171
2023-11-08,바이오중유,17,173
2023-11-08,바이오중유,18,173
2023-11-08,바이오중유,19,172
2023-11-08,바이오중유,20,172
2023-11-08,바이오중유,21,169
2023-11-08,바이오중유,22,174
2023-11-08,바이오중유,23,176
2023-11-08,바이오중유,24,175
2023-11-08,바이오기타,1,2
2023-11-08,바이오기타,2,2
2023-11-08,바이오기타,3,2
2023-11-08,바이오기타,4,2
2023-11-08,바이오기타,5,2
2023-11-08,바이오기타,6,3
2023-11-08,바이오기타,7,3
2023-11-08,바이오기타,8,3
2023-11-08,바이오기타,9,2
2023-11-08,바이오기타,10,1
2023-11-08,바이오기타,11,2
2023-11-08,바이오기타,12,2
2023-11-08,바이오기타,13,2
2023-11-08,바이오기타,14,1
2023-11-08,바이오기타,15,1
2023-11-08,바이오기타,16,0
2023-11-08,바이오기타,17,0
2023-11-08,바이오기타,18,0
2023-11-08,바이오기타,19,0
2023-11-08,바이오기타,20,2
2023-11-08,바이오기타,21,2
2023-11-08,바이오기타,22,3
2023-11-08,바이오기타,23,3
2023-11-08,바이오기타,24,3
2023-11-08,기타,1,16
2023-11-08,기타,2,16
2023-11-08,기타,3,15
2023-11-08,기타,4,15
2023-11-08,기타,5,15
2023-11-08,기타,6,15
2023-11-08,기타,7,15
2023-11-08,기타,8,15
2023-11-08,기타,9,15
2023-11-08,기타,10,15
2023-11-08,기타,11,15
2023-11-08,기타,12,15
2023-11-08,기타,13,15
2023-11-08,기타,14,15
2023-11-08,기타,15,16
2023-11-08,기타,16,16
2023-11-08,기타,17,16
2023-11-08,기타,18,16
2023-11-08,기타,19,15
2023-11-08,기타,20,16
2023-11-08,기타,21,16
2023-11-08,기타,22,17
2023-11-08,기타,23,17
2023-11-08,기타,24,17
2023-11-09,원자력,1,20891
2023-11-09,원자력,2,20892
2023-11-09,원자력,3,20892
2023-11-09,원자력,4,20890
2023-11-09,원자력,5,20889
2023-11-09,원자력,6,20889
2023-11-09,원자력,7,20889
2023-11-09,원자력,8,20888
2023-11-09,원자력,9,20888
2023-11-09,원자력,10,20886
2023-11-09,원자력,11,20896
2023-11-09,원자력,12,20899
2023-11-09,원자력,13,20892
2023-11-09,원자력,14,20887
2023-11-09,원자력,15,20889
2023-11-09,원자력,16,20888
2023-11-09,원자력,17,20886
2023-11-09,원자력,18,20886
2023-11-09,원자력,19,20885
2023-11-09,원자력,20,20884
2023-11-09,원자력,21,20879
2023-11-09,원자력,22,20874
2023-11-09,원자력,23,20863
