거래일,연료원,거래시간,전력거래량(MWh)
2023-12-03,바이오가스,18,36
2023-12-03,바이오가스,19,37
2023-12-03,바이오가스,20,36
2023-12-03,바이오가스,21,37
2023-12-03,바이오가스,22,37
2023-12-03,바이오가스,23,36
2023-12-03,바이오가스,24,36
2023-12-03,부생가스,1,55
2023-12-03,부생가스,2,55
2023-12-03,부생가스,3,55
2023-12-03,부생가스,4,55
2023-12-03,부생가스,5,57
2023-12-03,부생가스,6,57
2023-12-03,부생가스,7,58
2023-12-03,부생가스,8,59
2023-12-03,부생가스,9,60
2023-12-03,부생가스,10,60
2023-12-03,부생가스,11,60
2023-12-03,부생가스,12,60
2023-12-03,부생가스,13,60
2023-12-03,부생가스,14,60
2023-12-03,부생가스,15,60
2023-12-03,부생가스,16,60
2023-12-03,부생가스,17,60
2023-12-03,부생가스,18,59
2023-12-03,부생가스,19,59
2023-12-03,부생가스,20,59
2023-12-03,부생가스,21,59
2023-12-03,부생가스,22,59
2023-12-03,부생가스,23,60
2023-12-03,부생가스,24,59
2023-12-03,수력,1,105
2023-12-03,수력,2,106
2023-12-03,수력,3,104
2023-12-03,수력,4,103
2023-12-03,수력,5,101
2023-12-03,수력,6,100
2023-12-03,수력,7,101
2023-12-03,수력,8,101
2023-12-03,수력,9,470
2023-12-03,수력,10,537
2023-12-03,수력,11,578
2023-12-03,수력,12,406
2023-12-03,수력,13,153
2023-12-03,수력,14,395
2023-12-03,수력,15,421
2023-12-03,수력,16,560
2023-12-03,수력,17,534
2023-12-03,수력,18,496
2023-12-03,수력,19,455
2023-12-03,수력,20,377
2023-12-03,수력,21,313
2023-12-03,수력,22,245
2023-12-03,수력,23,240
2023-12-03,수력,24,202
2023-12-03,양수,1,93
2023-12-03,양수,2,0
2023-12-03,양수,3,0
2023-12-03,양수,4,0
2023-12-03,양수,5,0
2023-12-03,양수,6,0
2023-12-03,양수,7,0
2023-12-03,양수,8,0
2023-12-03,양수,9,0
2023-12-03,양수,10,0
2023-12-03,양수,11,0
2023-12-03,양수,12,0
2023-12-03,양수,13,0
2023-12-03,양수,14,0
2023-12-03,양수,15,0
2023-12-03,양수,16,0
2023-12-03,양수,17,703
2023-12-03,양수,18,2241
2023-12-03,양수,19,2205
2023-12-03,양수,20,2205
2023-12-03,양수,21,2031
2023-12-03,양수,22,2020
2023-12-03,양수,23,1890
2023-12-03,양수,24,1419
2023-12-03,매립가스,1,25
2023-12-03,매립가스,2,25
2023-12-03,매립가스,3,25
2023-12-03,매립가스,4,25
2023-12-03,매립가스,5,25
2023-12-03,매립가스,6,25
2023-12-03,매립가스,7,25
2023-12-03,매립가스,8,25
2023-12-03,매립가스,9,25
2023-12-03,매립가스,10,25
2023-12-03,매립가스,11,25
2023-12-03,매립가스,12,25
2023-12-03,매립가스,13,25
2023-12-03,매립가스,14,25
2023-12-03,매립가스,15,14
2023-12-03,매립가스,16,12
2023-12-03,매립가스,17,12
2023-12-03,매립가스,18,12
2023-12-03,매립가스,19,12
2023-12-03,매립가스,20,12
2023-12-03,매립가스,21,12
2023-12-03,매립가스,22,12
2023-12-03,매립가스,23,12
2023-12-03,매립가스,24,12
2023-12-03,중유,1,62
2023-12-03,중유,2,62
2023-12-03,중유,3,62
2023-12-03,중유,4,62
2023-12-03,중유,5,62
2023-12-03,중유,6,62
2023-12-03,중유,7,63
2023-12-03,중유,8,63
2023-12-03,중유,9,63
2023-12-03,중유,10,63
2023-12-03,중유,11,56
2023-12-03,중유,12,33
2023-12-03,중유,13,33
2023-12-03,중유,14,32
2023-12-03,중유,15,31
2023-12-03,중유,16,31
2023-12-03,중유,17,31
2023-12-03,중유,18,32
2023-12-03,중유,19,33
2023-12-03,중유,20,33
2023-12-03,중유,21,34
2023-12-03,중유,22,34
2023-12-03,중유,23,33
2023-12-03,중유,24,32
2023-12-03,태양광,1,0
2023-12-03,태양광,2,0
2023-12-03,태양광,3,0
2023-12-03,태양광,4,0
2023-12-03,태양광,5,0
2023-12-03,태양광,6,0
2023-12-03,태양광,7,0
2023-12-03,태양광,8,44
2023-12-03,태양광,9,721
2023-12-03,태양광,10,2075
2023-12-03,태양광,11,3177
2023-12-03,태양광,12,3873
2023-12-03,태양광,13,4113
2023-12-03,태양광,14,4123
2023-12-03,태양광,15,3608
2023-12-03,태양광,16,2334
2023-12-03,태양광,17,1296
2023-12-03,태양광,18,856
2023-12-03,태양광,19,942
2023-12-03,태양광,20,820
2023-12-03,태양광,21,441
2023-12-03,태양광,22,171
2023-12-03,태양광,23,66
2023-12-03,태양광,24,16
2023-12-03,폐기물,1,125
2023-12-03,폐기물,2,124
2023-12-03,폐기물,3,126
2023-12-03,폐기물,4,125
2023-12-03,폐기물,5,125
2023-12-03,폐기물,6,129
2023-12-03,폐기물,7,130
2023-12-03,폐기물,8,128
2023-12-03,폐기물,9,127
2023-12-03,폐기물,10,128
2023-12-03,폐기물,11,128
2023-12-03,폐기물,12,126
2023-12-03,폐기물,13,127
2023-12-03,폐기물,14,128
2023-12-03,폐기물,15,130
2023-12-03,폐기물,16,130
2023-12-03,폐기물,17,126
2023-12-03,폐기물,18,125
2023-12-03,폐기물,19,127
2023-12-03,폐기물,20,129
2023-12-03,폐기물,21,124
2023-12-03,폐기물,22,121
2023-12-03,폐기물,23,124
2023-12-03,폐기물,24,126
2023-12-03,풍력,1,1001
2023-12-03,풍력,2,957
2023-12-03,풍력,3,896
2023-12-03,풍력,4,789
2023-12-03,풍력,5,766
2023-12-03,풍력,6,624
2023-12-03,풍력,7,498
2023-12-03,풍력,8,381
2023-12-03,풍력,9,251
2023-12-03,풍력,10,206
2023-12-03,풍력,11,149
2023-12-03,풍력,12,149
2023-12-03,풍력,13,149
2023-12-03,풍력,14,146
2023-12-03,풍력,15,149
2023-12-03,풍력,16,157
2023-12-03,풍력,17,161
2023-12-03,풍력,18,189
2023-12-03,풍력,19,232
2023-12-03,풍력,20,285
2023-12-03,풍력,21,318
2023-12-03,풍력,22,326
2023-12-03,풍력,23,365
2023-12-03,풍력,24,417
2023-12-03,LNG,1,12591
2023-12-03,LNG,2,11042
2023-12-03,LNG,3,10793
2023-12-03,LNG,4,10661
2023-12-03,LNG,5,10718
2023-12-03,LNG,6,12414
2023-12-03,LNG,7,13790
2023-12-03,LNG,8,14694
2023-12-03,LNG,9,13925
2023-12-03,LNG,10,11821
2023-12-03,LNG,11,10061
2023-12-03,LNG,12,9505
2023-12-03,LNG,13,9391
2023-12-03,LNG,14,9166
2023-12-03,LNG,15,9616
2023-12-03,LNG,16,11539
2023-12-03,LNG,17,14397
2023-12-03,LNG,18,17249
2023-12-03,LNG,19,18717
2023-12-03,LNG,20,18602
2023-12-03,LNG,21,18709
2023-12-03,LNG,22,17587
2023-12-03,LNG,23,17086
2023-12-03,LNG,24,16725
2023-12-03,연료전지,1,815
2023-12-03,연료전지,2,815
2023-12-03,연료전지,3,815
2023-12-03,연료전지,4,815
2023-12-03,연료전지,5,814
2023-12-03,연료전지,6,814
2023-12-03,연료전지,7,814
2023-12-03,연료전지,8,814
2023-12-03,연료전지,9,814
2023-12-03,연료전지,10,815
2023-12-03,연료전지,11,815
2023-12-03,연료전지,12,815
2023-12-03,연료전지,13,815
2023-12-03,연료전지,14,816
2023-12-03,연료전지,15,816
2023-12-03,연료전지,16,816
2023-12-03,연료전지,17,816
2023-12-03,연료전지,18,816
2023-12-03,연료전지,19,815
2023-12-03,연료전지,20,815
2023-12-03,연료전지,21,815
2023-12-03,연료전지,22,815
2023-12-03,연료전지,23,815
2023-12-03,연료전지,24,815
2023-12-03,경유,1,0
2023-12-03,경유,2,0
2023-12-03,경유,3,0
2023-12-03,경유,4,0
2023-12-03,경유,5,0
2023-12-03,경유,6,0
2023-12-03,경유,7,0
2023-12-03,경유,8,0
2023-12-03,경유,9,0
2023-12-03,경유,10,0
2023-12-03,경유,11,0
2023-12-03,경유,12,0
2023-12-03,경유,13,0
2023-12-03,경유,14,0
2023-12-03,경유,15,0
2023-12-03,경유,16,0
2023-12-03,경유,17,0
2023-12-03,경유,18,0
2023-12-03,경유,19,0
2023-12-03,경유,20,0
2023-12-03,경유,21,0
2023-12-03,경유,22,0
2023-12-03,경유,23,0
2023-12-03,경유,24,0
2023-12-03,해양에너지,1,0
2023-12-03,해양에너지,2,0
2023-12-03,해양에너지,3,0
2023-12-03,해양에너지,4,0
2023-12-03,해양에너지,5,0
2023-12-03,해양에너지,6,6
2023-12-03,해양에너지,7,86
2023-12-03,해양에너지,8,97
2023-12-03,해양에너지,9,81
2023-12-03,해양에너지,10,40
2023-12-03,해양에너지,11,0
2023-12-03,해양에너지,12,0
2023-12-03,해양에너지,13,0
2023-12-03,해양에너지,14,0
2023-12-03,해양에너지,15,0
2023-12-03,해양에너지,16,0
2023-12-03,해양에너지,17,0
2023-12-03,해양에너지,18,21
2023-12-03,해양에너지,19,123
2023-12-03,해양에너지,20,145
2023-12-03,해양에너지,21,141
2023-12-03,해양에너지,22,112
2023-12-03,해양에너지,23,64
2023-12-03,해양에너지,24,11
2023-12-03,바이오매스,1,821
2023-12-03,바이오매스,2,822
2023-12-03,바이오매스,3,822
2023-12-03,바이오매스,4,823
2023-12-03,바이오매스,5,823
2023-12-03,바이오매스,6,823
2023-12-03,바이오매스,7,821
2023-12-03,바이오매스,8,820
2023-12-03,바이오매스,9,823
2023-12-03,바이오매스,10,821
2023-12-03,바이오매스,11,819
2023-12-03,바이오매스,12,822
2023-12-03,바이오매스,13,823
2023-12-03,바이오매스,14,824
2023-12-03,바이오매스,15,827
2023-12-03,바이오매스,16,825
2023-12-03,바이오매스,17,825
2023-12-03,바이오매스,18,825
2023-12-03,바이오매스,19,823
2023-12-03,바이오매스,20,823
2023-12-03,바이오매스,21,822
2023-12-03,바이오매스,22,822
2023-12-03,바이오매스,23,821
2023-12-03,바이오매스,24,822
2023-12-03,IGCC,1,261
2023-12-03,IGCC,2,259
2023-12-03,IGCC,3,258
2023-12-03,IGCC,4,259
2023-12-03,IGCC,5,262
2023-12-03,IGCC,6,261
2023-12-03,IGCC,7,259
2023-12-03,IGCC,8,259
2023-12-03,IGCC,9,262
2023-12-03,IGCC,10,263
2023-12-03,IGCC,11,262
2023-12-03,IGCC,12,260
2023-12-03,IGCC,13,260
2023-12-03,IGCC,14,260
2023-12-03,IGCC,15,257
2023-12-03,IGCC,16,257
2023-12-03,IGCC,17,259
2023-12-03,IGCC,18,261
2023-12-03,IGCC,19,262
2023-12-03,IGCC,20,263
2023-12-03,IGCC,21,262
2023-12-03,IGCC,22,262
2023-12-03,IGCC,23,261
2023-12-03,IGCC,24,260
2023-12-03,바이오중유,1,161
2023-12-03,바이오중유,2,162
2023-12-03,바이오중유,3,161
2023-12-03,바이오중유,4,162
2023-12-03,바이오중유,5,161
2023-12-03,바이오중유,6,161
2023-12-03,바이오중유,7,161
2023-12-03,바이오중유,8,162
2023-12-03,바이오중유,9,162
2023-12-03,바이오중유,10,161
2023-12-03,바이오중유,11,161
2023-12-03,바이오중유,12,143
2023-12-03,바이오중유,13,117
2023-12-03,바이오중유,14,113
2023-12-03,바이오중유,15,139
2023-12-03,바이오중유,16,162
2023-12-03,바이오중유,17,162
2023-12-03,바이오중유,18,162
2023-12-03,바이오중유,19,161
2023-12-03,바이오중유,20,161
2023-12-03,바이오중유,21,162
2023-12-03,바이오중유,22,161
2023-12-03,바이오중유,23,161
2023-12-03,바이오중유,24,161
2023-12-03,바이오기타,1,1
2023-12-03,바이오기타,2,1
2023-12-03,바이오기타,3,1
2023-12-03,바이오기타,4,1
2023-12-03,바이오기타,5,1
2023-12-03,바이오기타,6,2
2023-12-03,바이오기타,7,2
2023-12-03,바이오기타,8,1
2023-12-03,바이오기타,9,1
2023-12-03,바이오기타,10,1
2023-12-03,바이오기타,11,1
2023-12-03,바이오기타,12,1
2023-12-03,바이오기타,13,2
2023-12-03,바이오기타,14,2
2023-12-03,바이오기타,15,2
2023-12-03,바이오기타,16,2
2023-12-03,바이오기타,17,2
2023-12-03,바이오기타,18,2
2023-12-03,바이오기타,19,3
2023-12-03,바이오기타,20,3
2023-12-03,바이오기타,21,3
2023-12-03,바이오기타,22,1
2023-12-03,바이오기타,23,1
2023-12-03,바이오기타,24,1
2023-12-03,기타,1,36
2023-12-03,기타,2,33
2023-12-03,기타,3,34
2023-12-03,기타,4,34
2023-12-03,기타,5,36
2023-12-03,기타,6,37
2023-12-03,기타,7,34
2023-12-03,기타,8,33
2023-12-03,기타,9,34
2023-12-03,기타,10,31
2023-12-03,기타,11,29
2023-12-03,기타,12,28
2023-12-03,기타,13,28
2023-12-03,기타,14,28
2023-12-03,기타,15,28
2023-12-03,기타,16,28
2023-12-03,기타,17,29
2023-12-03,기타,18,33
2023-12-03,기타,19,35
2023-12-03,기타,20,32
2023-12-03,기타,21,32
2023-12-03,기타,22,31
2023-12-03,기타,23,31
2023-12-03,기타,24,32
2023-12-04,원자력,1,20725
2023-12-04,원자력,2,20722
2023-12-04,원자력,3,20722
2023-12-04,원자력,4,20723
2023-12-04,원자력,5,20723
2023-12-04,원자력,6,20722
2023-12-04,원자력,7,20722
2023-12-04,원자력,8,20720
2023-12-04,원자력,9,20721
2023-12-04,원자력,10,20721
2023-12-04,원자력,11,20727
2023-12-04,원자력,12,20727
2023-12-04,원자력,13,20728
2023-12-04,원자력,14,20725
2023-12-04,원자력,15,20726
2023-12-04,원자력,16,20727
2023-12-04,원자력,17,20727
2023-12-04,원자력,18,20724
2023-12-04,원자력,19,20724
2023-12-04,원자력,20,20726
2023-12-04,원자력,21,20728
2023-12-04,원자력,22,20729
2023-12-04,원자력,23,20729
2023-12-04,원자력,24,20728
2023-12-04,유연탄,1,18371
2023-12-04,유연탄,2,18706
2023-12-04,유연탄,3,19598
2023-12-04,유연탄,4,19963
2023-12-04,유연탄,5,20626
2023-12-04,유연탄,6,21063
2023-12-04,유연탄,7,21713
2023-12-04,유연탄,8,22479
2023-12-04,유연탄,9,22970
2023-12-04,유연탄,10,23205
2023-12-04,유연탄,11,22536
2023-12-04,유연탄,12,21175
2023-12-04,유연탄,13,20163
2023-12-04,유연탄,14,21779
2023-12-04,유연탄,15,22989
2023-12-04,유연탄,16,24426
2023-12-04,유연탄,17,25129
2023-12-04,유연탄,18,25418
2023-12-04,유연탄,19,25058
2023-12-04,유연탄,20,24913
2023-12-04,유연탄,21,24836
2023-12-04,유연탄,22,24820
2023-12-04,유연탄,23,25055
2023-12-04,유연탄,24,25091
2023-12-04,무연탄,1,168
2023-12-04,무연탄,2,167
2023-12-04,무연탄,3,167
2023-12-04,무연탄,4,168
2023-12-04,무연탄,5,167
2023-12-04,무연탄,6,167
2023-12-04,무연탄,7,167
2023-12-04,무연탄,8,167
2023-12-04,무연탄,9,166
2023-12-04,무연탄,10,166
2023-12-04,무연탄,11,167
2023-12-04,무연탄,12,167
2023-12-04,무연탄,13,167
2023-12-04,무연탄,14,167
2023-12-04,무연탄,15,167
2023-12-04,무연탄,16,167
2023-12-04,무연탄,17,167
2023-12-04,무연탄,18,166
2023-12-04,무연탄,19,167
2023-12-04,무연탄,20,167
2023-12-04,무연탄,21,166
2023-12-04,무연탄,22,166
2023-12-04,무연탄,23,166
2023-12-04,무연탄,24,166
2023-12-04,바이오가스,1,36
2023-12-04,바이오가스,2,36
2023-12-04,바이오가스,3,36
2023-12-04,바이오가스,4,35
2023-12-04,바이오가스,5,36
2023-12-04,바이오가스,6,37
2023-12-04,바이오가스,7,37
2023-12-04,바이오가스,8,36
2023-12-04,바이오가스,9,36
2023-12-04,바이오가스,10,36
2023-12-04,바이오가스,11,37
2023-12-04,바이오가스,12,37
2023-12-04,바이오가스,13,37
2023-12-04,바이오가스,14,35
2023-12-04,바이오가스,15,35
2023-12-04,바이오가스,16,35
2023-12-04,바이오가스,17,36
2023-12-04,바이오가스,18,36
2023-12-04,바이오가스,19,35
2023-12-04,바이오가스,20,35
2023-12-04,바이오가스,21,35
2023-12-04,바이오가스,22,35
2023-12-04,바이오가스,23,34
2023-12-04,바이오가스,24,35
2023-12-04,부생가스,1,60
2023-12-04,부생가스,2,60
2023-12-04,부생가스,3,62
2023-12-04,부생가스,4,62
2023-12-04,부생가스,5,63
2023-12-04,부생가스,6,62
2023-12-04,부생가스,7,61
2023-12-04,부생가스,8,62
2023-12-04,부생가스,9,62
2023-12-04,부생가스,10,70
2023-12-04,부생가스,11,64
2023-12-04,부생가스,12,53
2023-12-04,부생가스,13,53
2023-12-04,부생가스,14,53
2023-12-04,부생가스,15,51
2023-12-04,부생가스,16,51
2023-12-04,부생가스,17,52
2023-12-04,부생가스,18,51
2023-12-04,부생가스,19,54
2023-12-04,부생가스,20,58
2023-12-04,부생가스,21,52
2023-12-04,부생가스,22,52
2023-12-04,부생가스,23,52
2023-12-04,부생가스,24,52
2023-12-04,수력,1,232
2023-12-04,수력,2,236
2023-12-04,수력,3,145
2023-12-04,수력,4,145
2023-12-04,수력,5,144
2023-12-04,수력,6,143
2023-12-04,수력,7,226
2023-12-04,수력,8,232
2023-12-04,수력,9,570
2023-12-04,수력,10,418
2023-12-04,수력,11,462
2023-12-04,수력,12,361
2023-12-04,수력,13,276
2023-12-04,수력,14,322
2023-12-04,수력,15,322
2023-12-04,수력,16,360
2023-12-04,수력,17,381
2023-12-04,수력,18,383
2023-12-04,수력,19,415
2023-12-04,수력,20,401
2023-12-04,수력,21,361
2023-12-04,수력,22,266
2023-12-04,수력,23,213
2023-12-04,수력,24,207
2023-12-04,양수,1,146
2023-12-04,양수,2,0
2023-12-04,양수,3,0
2023-12-04,양수,4,0
2023-12-04,양수,5,0
2023-12-04,양수,6,0
2023-12-04,양수,7,0
2023-12-04,양수,8,25
2023-12-04,양수,9,398
2023-12-04,양수,10,138
2023-12-04,양수,11,0
2023-12-04,양수,12,0
2023-12-04,양수,13,0
2023-12-04,양수,14,0
2023-12-04,양수,15,0
2023-12-04,양수,16,0
2023-12-04,양수,17,712
2023-12-04,양수,18,1956
2023-12-04,양수,19,2221
2023-12-04,양수,20,2221
2023-12-04,양수,21,1923
2023-12-04,양수,22,1231
2023-12-04,양수,23,308
2023-12-04,양수,24,138
2023-12-04,매립가스,1,12
2023-12-04,매립가스,2,12
2023-12-04,매립가스,3,12
2023-12-04,매립가스,4,12
2023-12-04,매립가스,5,12
2023-12-04,매립가스,6,12
2023-12-04,매립가스,7,12
2023-12-04,매립가스,8,13
2023-12-04,매립가스,9,13
2023-12-04,매립가스,10,13
2023-12-04,매립가스,11,13
2023-12-04,매립가스,12,13
2023-12-04,매립가스,13,13
2023-12-04,매립가스,14,12
2023-12-04,매립가스,15,12
2023-12-04,매립가스,16,12
2023-12-04,매립가스,17,12
2023-12-04,매립가스,18,12
2023-12-04,매립가스,19,12
2023-12-04,매립가스,20,13
2023-12-04,매립가스,21,13
2023-12-04,매립가스,22,13
2023-12-04,매립가스,23,13
2023-12-04,매립가스,24,12
2023-12-04,중유,1,33
2023-12-04,중유,2,33
2023-12-04,중유,3,33
2023-12-04,중유,4,32
2023-12-04,중유,5,32
2023-12-04,중유,6,32
2023-12-04,중유,7,32
2023-12-04,중유,8,32
2023-12-04,중유,9,32
2023-12-04,중유,10,32
2023-12-04,중유,11,34
2023-12-04,중유,12,33
2023-12-04,중유,13,32
2023-12-04,중유,14,32
2023-12-04,중유,15,32
2023-12-04,중유,16,31
2023-12-04,중유,17,31
2023-12-04,중유,18,30
2023-12-04,중유,19,32
2023-12-04,중유,20,32
2023-12-04,중유,21,33
2023-12-04,중유,22,34
2023-12-04,중유,23,34
2023-12-04,중유,24,33
2023-12-04,태양광,1,3
2023-12-04,태양광,2,1
2023-12-04,태양광,3,0
2023-12-04,태양광,4,0
2023-12-04,태양광,5,0
2023-12-04,태양광,6,0
2023-12-04,태양광,7,0
2023-12-04,태양광,8,47
2023-12-04,태양광,9,803
2023-12-04,태양광,10,2320
2023-12-04,태양광,11,3425
2023-12-04,태양광,12,3964
2023-12-04,태양광,13,4028
2023-12-04,태양광,14,3749
2023-12-04,태양광,15,3057
2023-12-04,태양광,16,1807
2023-12-04,태양광,17,1164
2023-12-04,태양광,18,852
2023-12-04,태양광,19,939
2023-12-04,태양광,20,805
2023-12-04,태양광,21,373
2023-12-04,태양광,22,166
2023-12-04,태양광,23,62
2023-12-04,태양광,24,15
2023-12-04,폐기물,1,126
2023-12-04,폐기물,2,125
2023-12-04,폐기물,3,127
2023-12-04,폐기물,4,128
2023-12-04,폐기물,5,125
2023-12-04,폐기물,6,126
2023-12-04,폐기물,7,125
2023-12-04,폐기물,8,110
2023-12-04,폐기물,9,104
2023-12-04,폐기물,10,109
2023-12-04,폐기물,11,111
2023-12-04,폐기물,12,109
2023-12-04,폐기물,13,108
2023-12-04,폐기물,14,111
2023-12-04,폐기물,15,112
2023-12-04,폐기물,16,113
2023-12-04,폐기물,17,110
2023-12-04,폐기물,18,113
2023-12-04,폐기물,19,114
2023-12-04,폐기물,20,114
2023-12-04,폐기물,21,111
2023-12-04,폐기물,22,108
2023-12-04,폐기물,23,108
2023-12-04,폐기물,24,107
2023-12-04,풍력,1,442
2023-12-04,풍력,2,471
2023-12-04,풍력,3,473
2023-12-04,풍력,4,493
2023-12-04,풍력,5,515
2023-12-04,풍력,6,514
2023-12-04,풍력,7,502
2023-12-04,풍력,8,455
2023-12-04,풍력,9,430
2023-12-04,풍력,10,426
2023-12-04,풍력,11,369
2023-12-04,풍력,12,304
2023-12-04,풍력,13,303
2023-12-04,풍력,14,316
2023-12-04,풍력,15,280
2023-12-04,풍력,16,304
2023-12-04,풍력,17,317
2023-12-04,풍력,18,360
2023-12-04,풍력,19,379
2023-12-04,풍력,20,387
2023-12-04,풍력,21,335
2023-12-04,풍력,22,284
2023-12-04,풍력,23,266
2023-12-04,풍력,24,294
2023-12-04,LNG,1,14897
2023-12-04,LNG,2,12509
2023-12-04,LNG,3,10928
2023-12-04,LNG,4,11263
2023-12-04,LNG,5,11466
2023-12-04,LNG,6,13359
2023-12-04,LNG,7,16290
2023-12-04,LNG,8,21676
2023-12-04,LNG,9,27238
2023-12-04,LNG,10,25789
2023-12-04,LNG,11,23060
2023-12-04,LNG,12,21512
2023-12-04,LNG,13,20057
2023-12-04,LNG,14,20839
2023-12-04,LNG,15,21327
2023-12-04,LNG,16,23037
2023-12-04,LNG,17,24504
2023-12-04,LNG,18,23875
2023-12-04,LNG,19,22181
2023-12-04,LNG,20,20500
2023-12-04,LNG,21,18712
2023-12-04,LNG,22,17362
2023-12-04,LNG,23,17789
2023-12-04,LNG,24,17166
2023-12-04,연료전지,1,815
2023-12-04,연료전지,2,815
2023-12-04,연료전지,3,814
2023-12-04,연료전지,4,814
2023-12-04,연료전지,5,815
2023-12-04,연료전지,6,815
2023-12-04,연료전지,7,815
2023-12-04,연료전지,8,815
2023-12-04,연료전지,9,814
2023-12-04,연료전지,10,814
2023-12-04,연료전지,11,813
2023-12-04,연료전지,12,813
2023-12-04,연료전지,13,813
2023-12-04,연료전지,14,813
2023-12-04,연료전지,15,813
2023-12-04,연료전지,16,812
2023-12-04,연료전지,17,812
2023-12-04,연료전지,18,812
2023-12-04,연료전지,19,813
2023-12-04,연료전지,20,813
2023-12-04,연료전지,21,814
2023-12-04,연료전지,22,815
2023-12-04,연료전지,23,815
2023-12-04,연료전지,24,816
2023-12-04,경유,1,0
2023-12-04,경유,2,0
2023-12-04,경유,3,0
2023-12-04,경유,4,0
2023-12-04,경유,5,0
2023-12-04,경유,6,0
2023-12-04,경유,7,0
2023-12-04,경유,8,0
2023-12-04,경유,9,0
2023-12-04,경유,10,0
2023-12-04,경유,11,0
2023-12-04,경유,12,0
2023-12-04,경유,13,0
2023-12-04,경유,14,0
2023-12-04,경유,15,0
2023-12-04,경유,16,0
2023-12-04,경유,17,0
2023-12-04,경유,18,0
2023-12-04,경유,19,0
2023-12-04,경유,20,0
2023-12-04,경유,21,0
2023-12-04,경유,22,0
2023-12-04,경유,23,0
2023-12-04,경유,24,0
2023-12-04,해양에너지,1,0
2023-12-04,해양에너지,2,0
2023-12-04,해양에너지,3,0
2023-12-04,해양에너지,4,0
2023-12-04,해양에너지,5,0
2023-12-04,해양에너지,6,0
2023-12-04,해양에너지,7,0
2023-12-04,해양에너지,8,72
2023-12-04,해양에너지,9,74
2023-12-04,해양에너지,10,53
2023-12-04,해양에너지,11,0
2023-12-04,해양에너지,12,0
2023-12-04,해양에너지,13,0
2023-12-04,해양에너지,14,0
2023-12-04,해양에너지,15,0
2023-12-04,해양에너지,16,0
2023-12-04,해양에너지,17,0
2023-12-04,해양에너지,18,0
2023-12-04,해양에너지,19,0
2023-12-04,해양에너지,20,104
2023-12-04,해양에너지,21,119
2023-12-04,해양에너지,22,109
2023-12-04,해양에너지,23,79
2023-12-04,해양에너지,24,10
2023-12-04,바이오매스,1,822
2023-12-04,바이오매스,2,823
2023-12-04,바이오매스,3,823
2023-12-04,바이오매스,4,824
2023-12-04,바이오매스,5,822
2023-12-04,바이오매스,6,818
2023-12-04,바이오매스,7,820
2023-12-04,바이오매스,8,820
2023-12-04,바이오매스,9,825
2023-12-04,바이오매스,10,822
2023-12-04,바이오매스,11,821
2023-12-04,바이오매스,12,822
2023-12-04,바이오매스,13,823
2023-12-04,바이오매스,14,825
2023-12-04,바이오매스,15,822
2023-12-04,바이오매스,16,827
2023-12-04,바이오매스,17,826
2023-12-04,바이오매스,18,822
2023-12-04,바이오매스,19,818
2023-12-04,바이오매스,20,820
2023-12-04,바이오매스,21,824
2023-12-04,바이오매스,22,830
2023-12-04,바이오매스,23,857
2023-12-04,바이오매스,24,894
2023-12-04,IGCC,1,259
2023-12-04,IGCC,2,258
2023-12-04,IGCC,3,258
2023-12-04,IGCC,4,260
2023-12-04,IGCC,5,259
2023-12-04,IGCC,6,258
2023-12-04,IGCC,7,257
2023-12-04,IGCC,8,257
2023-12-04,IGCC,9,257
2023-12-04,IGCC,10,259
2023-12-04,IGCC,11,260
2023-12-04,IGCC,12,263
2023-12-04,IGCC,13,264
2023-12-04,IGCC,14,265
2023-12-04,IGCC,15,264
2023-12-04,IGCC,16,266
2023-12-04,IGCC,17,265
2023-12-04,IGCC,18,264
2023-12-04,IGCC,19,261
2023-12-04,IGCC,20,264
2023-12-04,IGCC,21,263
2023-12-04,IGCC,22,263
2023-12-04,IGCC,23,261
2023-12-04,IGCC,24,262
2023-12-04,바이오중유,1,161
2023-12-04,바이오중유,2,161
2023-12-04,바이오중유,3,161
2023-12-04,바이오중유,4,161
2023-12-04,바이오중유,5,161
2023-12-04,바이오중유,6,161
2023-12-04,바이오중유,7,169
2023-12-04,바이오중유,8,203
2023-12-04,바이오중유,9,163
2023-12-04,바이오중유,10,161
2023-12-04,바이오중유,11,117
2023-12-04,바이오중유,12,119
2023-12-04,바이오중유,13,120
2023-12-04,바이오중유,14,160
2023-12-04,바이오중유,15,169
2023-12-04,바이오중유,16,174
2023-12-04,바이오중유,17,183
2023-12-04,바이오중유,18,197
2023-12-04,바이오중유,19,184
2023-12-04,바이오중유,20,163
2023-12-04,바이오중유,21,161
2023-12-04,바이오중유,22,161
2023-12-04,바이오중유,23,161
2023-12-04,바이오중유,24,161
2023-12-04,바이오기타,1,1
2023-12-04,바이오기타,2,1
2023-12-04,바이오기타,3,1
2023-12-04,바이오기타,4,1
2023-12-04,바이오기타,5,1
2023-12-04,바이오기타,6,1
2023-12-04,바이오기타,7,1
2023-12-04,바이오기타,8,0
2023-12-04,바이오기타,9,0
2023-12-04,바이오기타,10,0
2023-12-04,바이오기타,11,1
2023-12-04,바이오기타,12,0
2023-12-04,바이오기타,13,1
2023-12-04,바이오기타,14,1
2023-12-04,바이오기타,15,0
2023-12-04,바이오기타,16,0
2023-12-04,바이오기타,17,0
2023-12-04,바이오기타,18,1
