기간,원자력,석탄_유연탄,석탄_무연탄,석탄_계,유류,LNG,양수,신재생_연료전지,신재생_석탄가스화,신재생_태양,신재생_풍력,신재생_수력,신재생_해양,신재생_바이오,신재생_폐기물,신재생_계,기타,합계
2025/06,79.14555459,141.83363712,136.62111673,141.83229544,637.48049491,162.00470178,198.31065888,116.1939367,135.7792927,126.0867862,116.4993675,132.6206619,0,139.9437322,,127.0131226,149.26263834,125.71757833
2025/05,79.95032325,154.71832616,132.5042993,154.70589568,416.33483405,157.341318,170.78078309,124.2881208,131.2868103,130.5487259,123.5513313,134.6367261,0,154.8248294,,134.3966266,164.39237229,126.47383188
2025/04,79.59336966,156.84849921,132.26998781,156.61142998,392.14608793,159.36152126,176.10762851,123.2692578,0,131.6295524,121.1307424,135.7581446,26.830006,157.3952791,,134.5600684,154.10235198,126.92074604
2025/03,75.71060612,144.25701802,125.38963179,144.13320867,504.73034109,154.13838985,184.89356196,111.8362126,120.3666995,114.7256124,112.6516669,130.2245392,100.2898075,155.1717532,,124.0055201,141.33536591,120.31776945
2025/02,81.46645581,157.02788737,128.7617063,156.9528063,289.15036602,162.70459366,207.88268397,114.3701279,137.5157093,124.0028245,115.4300653,141.3609761,0,153.6275407,,129.1130169,148.46040206,131.46496815
2025/01,82.67853476,157.40757589,143.29244011,157.2305099,258.27153946,170.30963514,217.05539527,114.3683514,142.9053571,125.831473,111.7042546,142.4239731,0,152.3467915,,130.2968685,152.79795732,134.14562237
2024/12,71.93878545,142.97880494,132.83830268,142.84484592,343.59624972,175.12016499,221.77390647,114.0996878,141.153185,131.0221849,110.9996257,142.2703962,145.8333333,145.216785,,129.3151765,130.36889681,129.27660135
2024/11,53.8835485,120.38935803,120.81316592,120.3935393,686.82117133,158.38367301,186.04171019,110.4937305,126.4722329,117.788266,112.9740524,129.6225259,0,142.4511611,,123.6180749,122.51722077,108.68933105
2024/10,52.9801594,119.45158046,131.35740762,119.47618248,598.69898107,159.67587038,173.38537179,115.1865314,131.7146106,126.9110191,115.4895634,133.0806057,0,146.1403446,,129.703082,129.60793335,106.64215454
2024/09,78.02183388,164.40257459,149.26905996,164.21851476,569.62302069,178.03059298,215.07509772,136.4152816,168.5856292,145.7830468,136.0294787,154.6104365,132.5549092,165.0917841,,150.5893843,151.56797088,139.88928734
2024/08,86.20784928,172.05818893,162.46987061,171.94617573,550.72173422,186.84820708,245.08618816,143.7741595,177.5648084,154.4050016,142.9246614,163.340777,139.7931944,172.8780209,,149.8118508,868.81135676,152.85751199
