기간,원자력,석탄_유연탄,석탄_무연탄,석탄_계,유류,LNG,양수,신재생_연료전지,신재생_석탄가스화,신재생_태양,신재생_풍력,신재생_수력,신재생_해양,신재생_바이오,신재생_폐기물,신재생_계,기타,합계
2024/07,79.92297273,161.61345743,143.11066098,161.4231461,809.06217399,181.54130318,226.51379391,130.1976136,144.9122646,143.6402183,129.606356,147.1934597,124.9172773,158.6347281,,144.1839186,143.19694985,141.2654077
2024/06,71.41963265,148.33512777,134.68197378,148.13946782,608.48600956,167.87616952,190.07176939,123.9034684,136.2349136,135.3924751,122.0634779,138.9399127,118.370072,145.5711009,,135.3805522,139.03573452,127.78479998
2024/05,69.13790444,144.4478542,134.29403358,144.27555211,420.10969441,163.63556214,179.19255078,124.8369267,0,132.9549548,121.9188688,135.1110103,120.0950578,140.5148949,,132.2056696,136.81065259,121.65512065
2024/04,68.2872885,141.64834612,136.9295703,141.60103797,364.88062362,167.01682224,185.65947263,123.8865417,146.3199587,125.521347,127.7040815,133.1746976,121.5703542,152.5196043,,133.4384456,134.07703381,123.84332868
2024/03,52.35461683,130.61537107,151.10615638,130.79046475,331.45670608,177.75820192,208.9420016,132.1856838,148.6061964,130.9550288,131.1474633,151.7656255,133.5003653,166.8502924,,143.0625841,146.54950354,122.13219078
2024/02,51.03664742,122.45354307,136.83095761,122.58002774,394.81098739,179.0064404,217.97209939,115.1268838,128.1665607,121.0304827,114.8430601,140.8190351,116.9117586,145.7380856,,128.6506286,129.50441519,117.56991885
2024/01,59.3492091,134.62776487,148.06964951,134.80731145,345.97050995,198.28151548,271.53013503,133.6069735,147.8006603,152.1075082,135.3318994,164.63062,139.0210726,171.4290379,,151.8854838,152.05554375,135.44991385
2023/12,92.29871209,111.1174866,139.53457535,111.32512787,244.07380775,184.06139091,264.04792501,128.6779261,143.6149668,140.354227,128.723727,150.4562479,130.4553197,166.7071625,,145.2839568,140.57860465,128.50082739
2023/11,56.78328865,104.62613581,129.3574574,104.75205001,273.89229986,172.38761879,220.16665765,118.5261486,132.0904889,132.4274184,117.8630583,141.248791,119.196298,165.2804762,,136.1909933,130.04624148,109.95015549
2023/10,59.22792438,114.2038644,146.52155195,114.53222835,363.33534422,186.23742721,212.33486387,134.246834,1482.9964953,147.110196,136.2930905,154.3889236,134.0679455,183.1136251,,159.3245479,148.0803181,118.2219236
2023/09,61.2259686,136.80428357,149.23249079,136.98622905,517.19903334,186.45474388,234.54242628,137.3767396,669.2941915,149.4109189,138.7655501,152.2015622,131.8180104,183.4884079,,162.2209109,151.85272643,129.23640789
2023/08,65.75072114,152.83369996,156.09116128,152.86895521,466.71784782,195.80326181,278.28744896,144.2484478,157.5578038,159.7117636,149.5889601,163.2870303,137.9842657,201.7706742,,168.5606322,160.59088528,141.00997814
2023/07,67.56065958,148.67787334,163.66812372,148.7842155,440.07735546,203.96716519,258.95323359,150.7286741,165.1243163,166.8413012,149.6603109,164.8795043,143.0117629,209.7572178,,173.5962766,163.55753477,141.66532442
2023/06,38.86655642,142.83862743,159.81272793,142.96489846,375.64520178,191.88044318,227.15032853,145.1025636,0,153.6640419,145.5831334,165.5033332,138.9352297,190.4297812,,162.9842673,159.19387763,125.76924004
2023/05,34.58988607,137.17170736,151.45297552,137.23263218,338.83637758,184.23143738,206.57478131,141.6241236,0,149.5898855,140.5474813,157.4355564,137.4613282,182.0679164,,156.6874612,156.90902554,118.46746481
2023/04,37.02148593,143.8658507,187.50898767,143.93393517,305.95246805,197.7080536,197.19094303,160.3323505,0,156.4097526,156.706865,170.2258635,155.8334737,199.6241028,,170.846772,166.26803931,127.80850603
2023/03,50.54938376,176.40717187,229.76609888,177.14597733,310.44153499,270.45437092,316.69311664,212.2876101,0,213.5341782,211.3318321,240.6177049,214.0199361,246.9369296,,224.9498126,229.845699,169.52890195
2023/02,43.66950072,152.67804467,173.62751667,152.98756205,331.34005722,290.17239939,252.8435897,232.5075003,0,165.4043448,173.6366342,175.8422901,161.1878397,239.318134,,202.8437671,182.65548428,166.00881932
2023/01,43.9260051,156.84077979,175.47872343,157.08414905,374.99457534,278.7789377,243.9530305,222.2758268,172.8310753,162.4324453,168.0688495,175.3950068,158.9429887,233.4540652,,199.8201332,184.05245777,163.40448646
2022/12,50.44373664,162.81827432,175.41860541,162.98964679,412.74619295,297.31971025,288.68635272,158.9600001,175.3663695,163.4405759,169.0145082,186.3384452,158.9600001,220.3525269,,185.5684816,187.87786444,176.41601607
2022/11,48.91459949,176.5849266,253.88405761,177.25831271,337.35458589,294.20441342,317.0376452,238.805223,0,250.0844148,237.7298556,266.4930195,234.2444122,279.4033198,,258.602721,246.84506436,177.12959577
2022/10,48.38090148,179.06879145,260.95856875,180.1069397,331.62707566,302.78484431,315.42672849,248.6524205,247.9735097,266.359538,247.8002876,270.8119342,243.775297,282.7629532,,266.5373943,259.87201136,176.98071373
2022/09,48.32274086,183.3461554,257.53561909,184.01268258,458.03583038,293.32431609,323.41671747,228.9079924,289.2881137,244.0199903,232.0324748,240.4131384,221.586837,281.3719841,,252.668195,238.0979721,175.66273942
2022/08,60.90109806,189.68869324,214.27273828,190.02170544,645.88410254,274.26960898,376.91283425,192.0629078,208.669201,212.1065517,207.3574277,218.3753285,186.8689821,251.9965759,,221.2953576,214.9622497,175.39832308
2022/07,51.96107095,150.77219448,165.19721645,150.96122867,475.88593613,198.07222679,293.30253411,144.9991942,160.6535272,156.2395964,168.7756889,174.2494558,145.3194779,202.1244317,,170.7773508,157.34964573,138.30602187
2022/06,38.45303696,126.62957461,133.37002264,126.69294393,400.8676897,155.65288042,168.90000532,127.7021781,130.0087857,131.6858438,139.0968938,139.8682733,125.5456674,175.8977555,,144.1532161,138.36746963,108.18238764
2022/05,39.373545,128.83423716,141.14433833,128.97455828,354.85446759,161.94112706,167.59679017,138.376259,138.9915091,139.2872717,151.0855232,145.486419,138.0382226,183.7232655,,153.4685653,150.96662589,110.72952167
2022/04,53.33556265,162.11220087,210.7611288,162.91889747,308.06388484,229.61000707,238.35973732,200.5494176,201.0388581,197.431906,206.1552343,209.0807963,202.5663721,232.5768493,,208.6787317,206.94229409,153.23779626
2022/03,59.28093311,144.82748571,0,144.96100859,285.58968294,218.42814383,226.68475619,191.8269001,191.7829162,193.7902653,197.4876708,201.0173844,194.0881218,177.3709594,,189.4453088,192.11751251,150.07868509
2022/02,67.89325523,145.44696847,0,145.55127175,277.7430286,247.08743646,287.65798041,193.4213819,194.892915,195.0779799,196.5422268,220.7008202,193.362146,226.9019793,,204.4560147,201.46287573,157.38952916
2022/01,61.51077446,128.46853802,0,128.5689112,217.17767333,206.20798123,299.63708501,151.1868336,151.3844423,149.9032631,161.3243035,181.7729342,149.900743,209.016774,,169.1110326,160.32463703,135.00759576
2021/12,50.52155116,125.75939822,0,125.75939822,302.34311301,193.8204783,270.93866925,141.2996824,141.5871346,142.9708934,145.9668974,168.595562,143.2691343,193.5938011,,158.617675,147.9158078,124.44202813
2021/11,41.29019969,116.60738471,139.16931918,116.9007053,239.69412983,155.25455213,185.81586316,125.8277916,126.0183315,126.0263428,129.7620258,140.5176182,128.4843814,167.2980323,,137.4039659,128.66871991,107.69173521
2021/10,35.11724932,100.7406797,118.79039497,100.83570341,203.17145426,126.2305476,126.6478815,106.9346079,108.531926,107.6870834,110.9011524,114.7122187,107.762015,148.2534954,,119.1107944,109.10029453,90.25891547
2021/09,32.73956963,95.37666495,121.83133982,95.44936807,213.88820718,125.42175764,130.29143442,96.7324256,97.0709028,98.7486589,101.463034,109.286731,93.3115041,150.9063846,,112.622164,100.62110959,88.61675831
2021/08,40.96712466,100.13725766,110.98911363,100.25362221,532.42806458,141.93063628,163.84047231,92.6850495,92.7576511,97.9217532,100.6966453,114.3666258,91.6457939,156.9421563,,114.7718966,98.4773021,98.65633919
2021/07,64.28444661,100.28287794,100.79492322,100.28828321,212.50349183,121.21585029,137.92678052,86.1138524,90.2787505,91.1038748,92.7691576,104.7650569,85.034383,143.1479522,,107.106851,91.46211674,99.35025364
2021/06,69.58648274,93.09675985,93.86717054,93.10294335,183.66218092,101.20984549,102.54001,82.1317103,87.5,83.9480494,86.6447626,90.841921,81.2522193,125.5730799,,94.9506947,84.42449703,90.07003271
2021/05,64.65028547,86.5453045,84.53181004,86.5147714,163.81472551,94.29089907,94.34727352,78.5520332,78.5936814,78.9494258,80.7813857,83.6318539,78.3327445,105.5119336,,86.450802,80.54482525,82.72659476
2021/04,62.56654164,82.02072955,82.32408661,82.02338655,189.97222337,88.54539008,90.05931599,75.7803947,75.8105682,76.3390076,80.4286326,80.112759,75.8615521,108.3025777,,84.4360962,78.06707451,78.80157328
2021/03,69.46125877,92.06978262,89.25582726,92.04113074,228.57656344,99.02850826,100.02486913,83.6141483,83.703714,84.7436246,89.0449282,90.276577,83.7674624,115.3754744,,93.4634087,86.03088385,87.9633616
2021/02,71.78331426,92.95020972,96.93514245,92.9848126,209.14946249,106.82588209,125.3443716,74.7041755,74.693871,75.4763941,77.9342498,93.7884159,74.6225484,106.0642209,,83.9501143,78.91315754,91.38966778
2021/01,72.4734479,92.74480341,83.17220422,92.6245062,175.71960164,106.68058751,145.96668854,70.0949398,70.1082067,71.1561103,72.3024792,93.1534387,70.6775058,106.5150593,,81.5352777,75.00812498,92.30384144
2020/12,72.90218268,85.20127263,80.86599494,85.14208838,149.44015326,99.02091832,122.93763342,66.6744042,66.8431802,67.9994376,68.5364219,86.4285444,67.0702582,96.8950956,,76.4001045,71.04523485,86.52759924
2020/11,51.0150919,59.97971441,59.31836237,59.96851983,164.92276907,67.70302167,79.27684116,49.4960171,49.6555389,50.138325,51.221579,60.3894882,49.6585309,80.91802,,58.1908064,51.3478797,60.17182143
2020/10,49.90747073,57.7732282,101.53312034,57.80354905,179.22126719,63.45841671,66.26933189,50.0582107,50.2195469,50.8225753,53.1987195,56.1912754,50.2217404,87.3815148,,58.823872,51.31561619,57.3072895
2020/09,57.44038627,65.88382565,160.99330173,65.97003899,173.04740745,76.82323398,87.30823153,55.0308102,55.1813571,57.7041217,59.7138503,64.3811595,54.9485098,98.1468406,,68.1031746,74.61238388,68.87438761
2020/08,69.72101125,79.91048146,84.91175221,79.94620548,299.94333943,103.45141041,126.3825993,61.4414082,61.9494241,67.8548726,68.0315676,75.4080242,60.2895037,117.8475992,,78.7987595,90.1096834,84.66991751
2020/07,76.55064612,90.1279391,82.54074525,90.02359355,933.78421366,126.77943932,141.23606103,69.5922607,72.4061542,76.8904815,74.0650578,89.4382909,66.951593,127.3899016,,88.4976486,94.85721707,95.16634068
2020/06,61.47366731,81.45810722,71.40146754,81.30387638,354.61677605,102.14023358,107.41174719,69.0432406,0,74.6671376,73.7871585,84.2684276,66.60303,113.3397546,,82.7171432,89.79047313,79.97339974
2020/05,46.45436493,79.19503729,72.7924399,79.11169721,270.74317185,100.80527848,98.45728221,69.4606595,69.7239802,73.9331088,75.5889398,79.5180555,69.5839889,128.8337868,,83.9884756,78.98256122,71.34236109
2020/04,48.92232611,82.79181478,79.01145895,82.76062538,171.37081619,96.12240536,95.43386752,74.0769258,74.2243741,76.0795247,83.5018909,82.5102917,73.4753404,133.9894487,,87.6380932,81.05571333,75.12095733
2020/03,56.37741527,92.8258239,91.02004706,92.81315661,202.39827152,103.62983212,117.37524935,82.8420418,82.9942726,83.7962313,86.8002752,93.9604793,83.2074978,123.0418858,,93.471719,84.62055641,84.76080081
2020/02,60.74314064,96.64600494,93.31184943,96.60477384,275.32104569,114.60346504,136.72806633,81.3609919,81.5320062,82.2979861,85.4858265,101.3488709,81.5065487,130.4367218,,95.6450733,95.745631,92.8150798
2020/01,65.1539579,101.37620963,97.97191123,101.33659369,187.55279437,121.63122405,154.71876877,83.7445623,83.9411293,84.9784625,88.7479951,108.0658468,83.7964788,145.5593347,,101.3870411,96.32430884,99.99968264
2019/12,81.28033039,86.7753185,94.02063966,86.85035526,174.69631994,113.0782396,119.73317023,83.439445,83.5216153,86.0766053,92.8751569,106.7411254,83.6389639,130.4606549,,101.3333844,97.07443035,96.40268309
2019/11,64.31181087,79.88866096,86.28702736,79.9432336,241.39025745,99.58010201,101.01315124,80.6873489,79.669353,85.6266715,97.3793158,91.7989242,81.1828548,116.3022905,,95.8795868,97.3170425,83.53307656
2019/10,52.6415696,77.79960947,90.52714756,77.88203539,201.5610977,106.17364287,104.68270647,86.3976533,86.9827471,92.5919745,104.2710233,94.7011157,86.5278544,122.7499076,,100.4404853,86.26923307,80.23925411
2019/09,50.66897563,76.51210859,83.98689336,76.57414817,332.79634933,102.57342669,105.38944542,77.8569783,78.1480794,86.170724,97.9844201,91.700402,76.8721387,124.82314,81.8273507,92.0021173,77.91192204,78.08995621
2019/08,60.68451064,88.84008912,96.85905631,88.93001588,346.2132947,124.46249974,128.39933493,82.9099528,82.921356,92.4127569,98.1485129,105.4536887,80.9963627,144.7820223,99.9766228,103.7753557,83.18661291,93.42257906
2019/07,57.34323416,86.16252735,92.07526414,86.23192199,393.79210836,120.36750862,121.69650405,78.038049,82.1459772,87.0946742,91.6892455,100.6599858,75.8996228,123.1382424,100.2509477,99.7070513,77.90361741,90.23432103
2019/06,45.0403618,77.0444976,83.48737454,77.12341007,289.77030954,105.11407766,99.3803411,76.8949555,75.5484962,84.4047297,93.2675302,88.8156986,75.5521296,106.1640486,96.4189985,92.4221495,76.95078767,75.07439809
2019/05,43.4928264,73.66049781,84.71014155,73.78193359,226.98940374,94.12616841,95.1704667,78.6258345,78.5915584,84.0292558,89.7711386,85.9818743,78.1142938,109.2643718,82.3370689,86.5869203,78.85889785,70.08884097
2019/04,52.8253925,84.81556903,105.21906472,85.07429223,215.6477282,114.16807465,115.50284027,98.5693712,0,102.5761929,107.0672702,106.4156496,98.8300158,116.5698597,87.6434906,99.2277052,98.56141901,84.1989103
2019/03,61.98500745,94.4905607,124.46462309,94.88595332,168.4701338,135.98354667,138.28061691,111.737306,0,112.9855635,118.3284394,126.443324,112.6414028,111.4654655,90.0212099,104.9055668,111.86442614,97.91755394
2019/02,64.60272859,96.71286795,123.44124493,97.04012753,241.13608862,142.40877037,150.24397579,104.3620608,0,104.4627683,111.7455711,130.9134399,103.5805744,103.6562032,102.9773193,107.0146707,103.83113319,103.13252668
2019/01,71.51296183,104.75545838,131.98236795,105.07222974,238.65983731,151.78885326,159.22031476,110.4121626,0,113.2553764,120.4970241,139.2841888,110.6463184,110.6451679,107.1950597,113.7812144,110.61896861,112.77122302
2018/12,71.86873338,78.87820986,126.7121043,79.28754977,251.17857134,144.15701334,152.08490976,108.8918774,107.8894036,112.1424823,124.1732625,130.4271302,108.8073005,109.3290902,106.5237366,112.7164493,108.94585785,99.16537552
2018/11,62.60193131,73.68133559,113.80349041,74.16362218,238.31627122,126.0342122,126.08944477,104.2647507,104.3664399,108.6343626,115.7744675,115.1468976,104.6035921,104.3978719,107.8482257,108.2243799,104.45682762,87.78228237
2018/10,58.21142931,70.70030338,107.2576369,71.25275926,174.50023238,117.0691418,116.31552249,101.5566008,101.3677579,105.5499734,113.275904,109.0091502,101.5804373,101.6425975,87.2380553,97.710523,101.63722743,82.28742315
2018/09,55.48334474,70.507718,103.45751843,71.04247058,272.73951618,124.47647075,115.55684644,90.2912681,90.2895447,96.0507334,106.536495,103.9033711,89.1024257,89.6579338,83.8390434,91.3307355,90.58319471,80.58055058
2018/08,61.73313945,80.4145303,102.05098415,80.77620004,194.29826609,124.44534943,127.31950975,89.1508117,89.3139097,98.0847081,107.1180286,109.8477267,87.8126714,89.8456742,105.8066581,100.8420536,89.16866852,89.64482117
2018/07,63.11517154,87.36316096,97.60068272,87.53448254,202.64441292,122.30262602,127.2453681,84.8025525,0,94.9825245,97.916206,102.7867894,82.6561896,85.4936379,104.8332886,98.8832061,84.98077566,92.19713913
2018/06,60.04301175,83.60063754,96.25399243,83.73776833,199.72551606,111.08546725,115.10634281,88.7290722,0,93.4437121,97.8704585,100.003597,87.753841,89.1190117,102.7712496,97.7463064,89.09720729,86.89488597
2018/05,55.35784803,79.06008739,93.54768682,79.16700759,165.27335979,101.45301897,106.00714406,86.7352682,86.865759,90.1977057,94.9564306,94.3036837,86.1605251,87.5123154,84.4298954,88.8332439,86.79882729,80.42395969
2018/04,57.58065783,80.54125403,96.22307549,80.6496407,185.72356683,103.65891913,108.09594191,90.2556792,90.3854263,92.9296728,96.6900073,97.5972775,90.057801,90.7226994,85.8197623,90.4425311,90.26130673,83.92871967
2018/03,67.52618931,92.18324856,108.98176248,92.25670329,151.84862681,124.37057211,131.41284595,100.9126106,100.9128858,102.5871053,106.959316,114.0962165,100.7062749,101.210552,87.4803743,97.588099,100.96982033,98.68231102
2018/02,64.04876615,88.23401635,105.69004032,88.33131629,152.83425533,122.61950791,135.62568489,89.3938541,88.728818,90.0812438,98.705369,110.8664641,88.4955692,90.0253186,101.4211196,97.6131388,89.14453715,95.10424298
2018/01,68.10434226,91.88025867,110.41130748,91.98350583,142.56872246,126.07605105,142.25440449,91.4736381,91.5602452,93.6985842,101.877064,115.1818481,91.4174153,91.8578763,105.0588126,100.848014,91.52002443,99.59004858
2017/12,81.15629745,77.95783464,104.13831685,78.24138547,141.31774724,120.41701501,127.29431775,90.1736727,90.277143,92.6292434,97.8695739,110.894261,90.0512352,90.6022505,97.2772872,96.4829484,89.94503162,93.76153364
2017/11,68.99004843,68.61094441,89.65545714,68.84605181,160.01095509,102.49845098,103.45697445,80.7356734,81.1495496,82.9513715,87.5330139,92.0234344,80.7730631,81.2613422,95.7284113,89.4812018,80.25223118,80.04898968
2017/10,48.26462948,66.13798418,81.08652666,66.34386991,186.14461761,98.3971165,87.14363441,70.7971317,0,75.8617604,87.0269097,80.3674434,69.6441047,71.0843711,95.296046,85.4675899,71.58844607,68.75574717
2017/09,52.29107606,71.08681296,84.88589136,71.22318119,211.58203423,108.88986555,100.93751421,71.6439784,72.136402,78.8528168,83.7433205,87.850294,70.677925,72.1193979,95.8904055,85.8754449,71.63096008,74.42505777
2017/08,57.22600026,75.19273337,89.98391416,75.42120889,214.63498602,112.52939657,110.24358076,74.7529573,74.9131275,83.5173589,85.0458724,90.7314838,72.901429,75.5158122,96.3572046,88.110922,74.80431934,81.17788294
2017/07,57.70714582,75.20649474,90.11320595,75.38183039,178.19384914,108.7645395,110.97307769,75.1000989,71.0773168,83.8239372,82.033617,92.2976703,73.823237,75.7739645,96.5844731,89.3028495,75.24331375,81.3108728
2017/06,59.36753472,83.95019676,93.79936799,84.08416251,196.32563218,108.03738119,105.1213857,81.6665311,82.527812,86.4791703,91.6492214,97.411108,79.8097421,82.1225134,96.8794675,91.5942591,81.56232358,83.995183
2017/05,53.09978672,77.38179346,84.25130966,77.52692683,173.1844542,101.72408819,96.2247251,77.8975394,78.1390087,81.1705218,83.0064206,87.9884475,77.1242296,78.5063219,96.3549422,87.976095,78.08648743,75.17539205
2017/04,51.35821394,74.02539641,80.54925293,74.18779855,168.84565702,95.62229768,88.85466893,74.6075323,74.5921312,76.8812808,85.4003677,82.0109086,74.4498968,75.298629,95.5896172,85.4280463,74.5218832,72.13873888
2017/03,65.93672016,91.00699191,109.20660436,91.40794423,233.32079014,120.71219186,116.04641072,91.4749455,91.6494092,93.6387798,102.888498,105.4990117,91.5142915,91.9017788,97.5862805,96.883135,91.44779928,92.09822559
2017/02,69.36297417,91.81196888,107.88637216,92.28541262,144.33163291,125.4562194,122.43741292,90.5821177,91.3095957,92.6141526,99.5005538,108.324932,90.4554927,91.0754414,97.463622,97.0997666,90.53474778,94.9731073
2017/01,67.56692708,89.84607596,106.07631755,90.3050619,142.24645167,123.92757279,125.21180114,85.381833,88.1371249,85.4945169,92.117047,105.5122541,84.7493413,85.7141153,96.9134255,93.9334034,84.991933,93.11734016
2016/12,95.45168566,92.62685039,106.89061086,93.04454048,125.47607843,125.20708278,137.74042891,86.5778114,87.0226804,88.4583974,91.8257149,103.6685012,86.8359684,86.9500902,97.0394883,94.3201787,86.48338253,102.28147267
2016/11,79.44738993,77.11712542,87.2969689,77.42083377,123.07254124,97.27379093,104.1778228,74.7257742,74.6456558,76.5392877,81.7556224,87.268828,74.5689484,74.9259092,96.0513722,88.0694247,74.63527092,84.90745725
2016/10,70.75876709,68.34078613,78.25628445,68.58889809,90.00923578,81.81607974,83.94211224,73.1622635,72.8179902,75.2228667,80.1065727,80.2674257,73.0939742,73.3189506,96.1208593,86.6082454,73.05982893,73.742471
2016/09,67.0335952,69.232341,78.62563499,69.49472864,126.24816628,88.84805511,89.07143285,70.6334614,74.9530075,73.5514967,79.462342,82.7980566,69.1877844,71.7830294,96.0248796,87.3100195,70.40084483,74.56287659
2016/08,60.55503309,69.93531478,83.16109276,70.39785451,128.35063412,94.66374508,99.28042534,70.8556382,71.6370717,75.3896623,78.1969056,87.9440747,69.9925968,71.3475049,95.8892038,86.7570626,70.93128004,74.67033058
2016/07,57.86798634,66.99859648,78.80977823,67.42525975,103.11394635,91.97647535,101.88994361,66.2208738,66.9322812,70.4017486,72.3851885,78.3642564,65.1662023,66.6935816,95.0417247,82.5008686,66.12712992,71.7856486
2016/06,54.42535877,63.44039013,74.61984044,63.82419716,98.51163718,84.81662438,91.5360244,64.9079747,66.0733534,67.0079773,69.3668966,77.8858181,64.1601363,65.3373855,95.1060679,82.3131147,64.83629349,66.74544422
