기간,원자력,석탄_유연탄,석탄_무연탄,석탄_계,유류,LNG,양수,신재생_연료전지,신재생_석탄가스화,신재생_태양,신재생_풍력,신재생_수력,신재생_해양,신재생_바이오,신재생_폐기물,신재생_계,기타,배출권거래비용정산금,전력시장_계,PPA_계,전력시장+PPA_계
2020/04,6384.038477220001,11585.580696459998,91.97985805,11677.560554509997,191.46800858999998,8664.194838040003,282.75589374000003,186.76672042,151.22177132000002,435.0522750499999,258.28396464999986,173.42294060999993,27.784212540000002,452.52518669999995,0,1685.0570712899996,537.8862,0,29422.961062189996,,29422.961062189996
2020/03,7773.58210455,12146.11737222,84.13615078,12230.253523,178.28129277,13639.245812149999,353.47102804,196.83011438000005,177.30243438000002,424.23123751000094,261.75016278,213.52373520000015,33.54504561,498.35621440999995,0,1805.5389442700007,601.7416,0,36582.11427604001,,36582.11427604001
2020/02,7341.955376090001,14793.009986630006,178.83502796000002,14971.845014590006,231.86617746,15408.474907540001,435.71415335000006,166.86423855,154.72605006,280.7921669600001,249.69788841000005,206.76260059000003,30.80652943,468.63152025999995,0,1558.2809942600004,652.4294,0,40600.56600650002,,40600.56600650002
2020/01,7372.002184800001,17694.67031094,201.34176312000002,17896.01207406,519.9976132800002,18538.87446755,482.5548105599999,177.28293197,160.74552577,210.25908626999953,275.81354049,239.0233582600001,32.30284758,470.05130382999994,0,1565.4785941699997,662.4425,0,47037.36225289,,47037.36225289
2019/12,8545.523309310001,15589.546520719998,176.76576675,15766.312287469998,1122.6584031299997,18095.773093490006,359.47292137,173.92493322,112.18508508000001,207.75269641000014,316.58158197000006,207.94107846,32.63928086000001,552.02882408,0,1603.0534800800003,610.8957,0,46103.6892568,,46103.6892568
2019/11,6253.93925232,14337.633873030003,133.21826214,14470.852135170004,369.16198188000004,12152.118774959998,268.94292603,152.47362447999998,52.83042267,238.22815359999976,247.13782418000002,166.13415524,31.748176580000003,440.25916119,0,1328.8115179399997,717.477,0,35561.30352939,,35561.30352939
2019/10,5301.407834079999,14566.44321407,110.48314961,14676.926363679999,385.46624283000006,10464.985165830003,303.58006424,172.21094759000007,128.06613588,309.2918081100002,237.07878214000002,236.56902906000022,37.61446045,471.5210677500001,0,1592.3522309800005,631.3908,0,33356.10868421,,33356.10868421
2019/09,4967.2723902,15014.438188130001,137.93681522,15152.375003350002,334.4045188299999,9870.672236940003,314.85141399,151.85996896000003,135.7101798,245.6114338699998,131.76953128000002,239.04086573000004,31.96135333,498.91187548999994,513.75101749,1948.61622595,34.5322,0,32622.723977900012,,32622.723977900012
2019/08,7037.675412059999,19011.678757219997,235.08235429,19246.761111509997,892.3855872500003,15038.876637870002,401.97950710000003,152.20638444999997,136.59047693,346.3515027400003,143.21872405000002,296.65987756,33.835197879999996,578.84097682,939.5343233500002,2627.237463780001,38.7054,0,45283.62116996999,,45283.62116996999
2019/07,6371.028395319999,17931.412763799995,227.56406889,18158.976832689994,835.0124021199999,14144.415408009996,372.34753619,140.30318810000006,0.01684998,278.7261616499994,171.84447383,257.7837616099999,28.853329589999998,503.77099314,940.4991792199997,2321.797937119999,27.3698,0,42230.94825648,,42230.94825648
2019/06,5825.68221857,12664.37847211,170.16918202,12834.54765413,566.4699610800001,9457.50961123,220.41537079999998,129.87690899,36.33719273,315.84096151000034,94.74939235000002,225.46089579000002,27.68315614,366.8497268999999,755.9203803700001,1952.7186147800007,32.6396,0,30889.98302982,,30889.98302982
2019/05,6110.98651329,10462.299229959997,133.69821207,10595.997442029997,426.9398066400001,9569.784066319999,244.63127361,145.39129973999994,36.46617991,374.28840125000005,200.05064577999994,238.6236843500001,30.402814929999998,320.2387593899999,750.9393398100001,2096.4011251600004,32.558,3388.4945320399993,32465.792684850006,,32465.792684850006
2019/04,7116.231159780001,11662.292052730001,185.81286099999997,11848.104913730001,486.5211104000001,12892.744213279993,327.68523723,177.84911444000005,0,344.6660269499998,192.01685737000008,256.6138812199999,38.358836419999996,399.22760929,761.83675042,2170.56907611,41.2859,0,34883.14162762999,,34883.14162762999
2019/03,8286.83681404,14902.363077080005,262.39923063000003,15164.762307710005,1330.91456235,15904.144173019991,378.51350553,207.29817478000004,0,393.07504356000095,339.84310285,219.00531899,44.571083120000004,389.31321841000005,862.5262859799998,2455.632227690001,39.17,0,43559.97353370999,,43559.97353370999
2019/02,6784.19416162,17017.62104862,269.24331661,17286.86436523,929.3869091200004,15900.254070289997,447.65970673,176.22016541000002,0,272.1603062199996,273.94163253999994,221.61190034999993,39.95260355,211.62708992000003,835.1966071299998,2030.7103051199995,39.7206,0,43418.79011116,,43418.79011116
2019/01,8340.5581669,22054.632968870003,327.09135253,22381.7243214,1497.7408099100005,21331.318680310007,540.7396805100001,203.24005335999993,0,286.9278496999996,417.38398208999985,279.07042836999995,42.978324130000004,298.84243609000004,929.9816351499999,2458.4247088899992,47.5364,0,56598.042804530014,,56598.042804530014
2018/12,8501.138135969999,16060.124082750002,222.68490605,16282.808988800003,1172.5968110399997,19585.365212610002,509.5589709899999,195.37962794999996,76.14908948,222.87583063999952,379.73021931000005,338.60973386000006,43.23440865,273.27374988999986,1024.9556144300002,2554.208274209999,48.6635,0,48654.33994236,,48654.33994236
